Commodity,Climate change HH LT (DALY),Climate change HH ST (DALY),Human toxicity cancer LT (DALY),Human toxicity cancer ST (DALY),Human toxicity non-cancer LT (DALY),Human toxicity non-cancer ST (DALY),Ionizing radiations HH (DALY),Ozone layer depletion (DALY),Particulate matter formation (DALY),Photochemical ozone HH (DALY),Water availability HH (DALY)
Cu concentrate from Au mine,7.889565563914455e-06,2.3609212428682176e-06,9.226895348056155e-09,4.711384856477083e-07,2.924933957999649e-07,2.693180731359155e-06,2.429637717714166e-08,2.807151090764823e-11,6.460809938336835e-06,5.760790105494988e-09,5.056601522564829e-08
Cu concentrate from Cu mine,6.474871755205749e-06,1.967681606666557e-06,1.6575688367071788e-08,5.754978339726381e-07,5.186620552803674e-07,3.073258788881535e-07,1.2777436725511593e-08,2.0730621795177695e-11,4.405097495685763e-05,1.8349384247160245e-08,1.530835549100795e-07
Au-Ag ingot,0.021952239336374677,0.006569120665524493,2.567327817387279e-05,0.0013109143609342858,0.0008138451794402807,0.007493612484322955,6.760320361980968e-05,7.810728288115583e-08,0.017976812598828468,1.602905008132868e-05,0.00014069688032630284
Pb concentrate,3.530677744298839e-06,1.0565413295842163e-06,4.129149277867822e-09,2.108402767957488e-07,1.3089439598563786e-07,1.205231577442354e-06,1.0872927926679183e-08,1.256234689598818e-11,2.8912919439795714e-06,2.578024460574395e-09,2.262891448596494e-08
Zn concentrate,3.5682381583836976e-06,1.067781134680153e-06,4.173076451108325e-09,2.1308325849792695e-07,1.322868920661794e-07,1.2180531232612094e-06,1.0988597317713531e-08,1.2695988898804495e-11,2.9220504024358525e-06,2.6054503029262395e-09,2.2869647936870286e-08
Fe concentrate,1.2589479151562923e-07,3.990361796394299e-08,6.089977212126332e-11,1.925434903961705e-09,1.6934703953492734e-09,7.414668275541422e-10,2.9684257104992443e-10,5.834396218068653e-13,2.9072848559067156e-07,1.4269319014834085e-10,7.638756895511224e-10
Ni concentrate,2.41221905715086e-06,7.392858129950562e-07,1.982126298228684e-09,3.9016710439989026e-08,6.050055514405284e-08,2.9766580412208646e-08,2.572385730953047e-10,8.684618380790581e-12,5.236908566066908e-06,2.7948790378614594e-09,1.3243118837977324e-08
