Commodity,Climate change HH LT (DALY),Climate change HH ST (DALY),Human toxicity cancer LT (DALY),Human toxicity cancer ST (DALY),Human toxicity non-cancer LT (DALY),Human toxicity non-cancer ST (DALY),Ionizing radiations HH (DALY),Ozone layer depletion (DALY),Particulate matter formation (DALY),Photochemical ozone HH (DALY),Water availability HH (DALY)
Copper Mountain,1.6349901811686435e-05,5.0789479830169846e-06,1.5727951169000696e-08,2.2218621617109016e-07,5.066132313150671e-07,2.331008062865251e-07,2.6029413488562778e-09,4.3900241473819274e-11,5.8206158318127605e-06,1.0214156836174822e-08,2.2734277216107188e-07
Gibraltar (Cu),1.5563746490142033e-05,5.087222796965795e-06,1.2074368763099329e-08,2.6320901801104253e-07,3.7290731562126926e-07,1.8186453393002973e-07,1.999880269575678e-09,6.54879790765932e-11,6.079630939930818e-06,1.0940325028094968e-08,3.039910414981794e-07
Highland Valley (Cu),6.599780978046698e-06,2.118000782513688e-06,3.869168774470767e-09,8.299064694830806e-08,1.1826423212893772e-07,5.867314901862993e-08,5.040686305661941e-10,2.862133676675199e-11,2.8622262730642227e-06,4.539608921997902e-09,9.447581172178098e-08
Mount Milligan,6.543119397236569e-06,1.9719856306119602e-06,3.147511787896601e-08,4.820591337508635e-08,4.279417780742616e-07,2.3467030694529297e-07,3.766976701593298e-10,3.2324569827442996e-11,7.481655293976757e-07,4.338345212699031e-09,2.8424717358421205e-08
Mount Polley,1.5014139456994117e-05,4.853526149898626e-06,1.2231436323862226e-08,2.074542955322836e-07,3.3054712784777327e-07,1.9346448094510302e-07,1.2645772889908112e-09,6.338243029577815e-11,3.359408848327012e-05,1.3468306293899233e-07,2.3988094898564465e-07
Red Chris,0.0002273808992814594,6.633211943451004e-05,5.719630210457143e-08,8.965122976809667e-07,2.5952960510184515e-06,1.2332246590341948e-06,7.4125780463742145e-09,4.1991526860731535e-10,1.0530405989890899e-05,1.0870079999252285e-07,3.493620632865578e-07
Goldex (Cu),1.102644245255213e-05,3.6528952967791226e-06,1.103054350230413e-08,2.066538233533118e-07,3.9751230330563596e-07,1.4568911015841976e-07,3.789893980174361e-09,4.3377799075882266e-11,2.8060751293169364e-06,3.410182885232468e-09,2.310039896812028e-07
Kidd Creek,8.168592544633137e-08,2.7710945932958155e-08,3.6134673205989073e-09,4.4656313856504835e-09,2.542635857799153e-07,2.0968652053086278e-07,1.1746226367498159e-11,2.728636092486742e-13,2.7333973531756507e-07,7.702567022189547e-09,2.333040527449227e-09
LaRonde (Cu),5.485800362450857e-06,1.7604761629106835e-06,9.248233256593804e-09,8.000343754580735e-08,2.0931837658204254e-07,4.960903084900962e-07,2.9372416813933855e-09,2.6726862831675572e-11,2.507046580115566e-06,3.8186193343635365e-09,5.754928321546826e-08
New Afton,3.6595698131079956e-06,1.1231163046751318e-06,4.508618027820056e-09,3.507080425951303e-07,1.2377043547472585e-07,1.0879503905675736e-07,4.56042322990649e-10,1.7207350360972908e-11,5.682123562149917e-07,9.336317761117981e-10,4.088365789208092e-08
