Commodity,Climate change HH LT (DALY),Climate change HH ST (DALY),Human toxicity cancer LT (DALY),Human toxicity cancer ST (DALY),Human toxicity non-cancer LT (DALY),Human toxicity non-cancer ST (DALY),Ionizing radiations HH (DALY),Ozone layer depletion (DALY),Particulate matter formation (DALY),Photochemical ozone HH (DALY),Water availability HH (DALY)
Snow Lake (Cu),9.16483154776695e-07,2.795196082717747e-07,3.979481959153759e-09,1.117847262666071e-08,9.011970703172402e-08,6.309924771929376e-08,1.3929577983315022e-10,4.499002347459608e-12,7.298296142060746e-06,1.324175248353209e-10,8.354245071231138e-09
Casa Berardi,0.1586486897176499,0.04849994432211634,0.0007677607240786623,0.0014157939046778364,0.005338147665595141,0.0036279391407275483,2.63354001077932e-05,4.638677094099188e-07,0.025252434761961536,2.1039442856893324e-05,0.0012486987479748124
Fox Complex,0.01965230749224351,0.006657235933897349,0.0005777630233091329,0.0007433871944700945,0.008510891656861495,0.005757090230077935,2.826539069865802e-06,6.566020678947219e-08,0.010249756261893712,9.104203946202508e-05,0.0005614084043759986
Hemlo,0.46330789067026856,0.17169949208463434,0.0005192744370850747,0.01025517000485892,0.013869070674927058,0.004672051200345216,4.179900455082366e-05,1.5621892825435892e-05,0.16375707351699823,0.00034427517285755244,0.003444386694028068
Meliadine,0.10924575717520273,0.034483308354276626,6.534703075045798e-05,0.001112068267456407,0.0017116330824721022,0.0008992838318362145,6.297044842598228e-06,6.226198938767887e-07,0.03231225296695587,0.0008895299015652446,0.0010927822454454307
Rainy River,0.4747968715717608,0.14843649972670356,0.0003739219129820906,0.019916029302458164,0.010944521998383604,0.004238055214087698,0.002780395627289537,1.643995714420761e-06,0.09408394465747966,0.00014444871777138436,0.0067977791165795606
Meadowbank complex,0.15638951067838125,0.049561336379662674,0.000130331202150911,0.0017862329154112832,0.002944722073098127,0.0016200338567969388,1.0379491227789602e-05,8.255590111383791e-07,0.04151710996711662,0.0009323295568409682,0.0018630097125772688
Porcupine complex,0.16489074145559382,0.04844089218657035,0.00024546051014725666,0.006835358424730453,0.008200631891236888,0.00135061296344815,0.0006713286411039705,4.891391953415703e-07,0.01126428926187617,3.184584727409349e-05,0.0006400802971014031
Canadian Malartic,0.0836281849131405,0.026524279576299808,0.00027129657989998857,0.0010859165115758925,0.001678938188185697,0.0008809322645593948,1.747836604540477e-05,3.746052903867917e-07,0.09535225336834105,0.00021191191894862307,0.0011335489677058983
Detour Lake,0.15759301754701166,0.049941763306470224,0.00013884037678458234,0.0021279402761774494,0.003263761632348724,0.0014552716707405763,0.00095090139914869,7.565965743105154e-07,0.048757853117874284,0.000401148058658706,0.0021989023941093064
Kiena,0.06603011127563586,0.02144739459672806,4.826811671470578e-05,0.0010928048892484817,0.0014836772241426527,0.0007286645115133846,1.9110458454231353e-05,3.116295068677208e-07,0.014388414225530659,2.0062396505215585e-05,0.0011846162845808254
Magino,0.06956552098180592,0.023570585355905255,0.00017744652104892397,0.0015850222320658385,0.0030871225068687547,0.0015996859141109052,1.0005103924664425e-05,2.324175171139246e-07,0.042755252839009134,0.0009012369663127062,0.001987218039843465
Elk,0.016720393771571408,0.005664047658981121,1.74084129588009e-05,0.00037475267029297624,0.0005486043127891866,0.00027219050978583926,2.404849724519153e-06,5.586440742778956e-08,0.004698964381845502,6.296744549384581e-06,0.00047765228543947887
Brucejack,0.9357140173081591,0.27078047627274615,9.376536887790417e-05,0.00229821294412181,0.002655972906045235,0.0011037475777316333,3.7436397350776724e-05,1.7677735989188594e-06,0.03616167113482344,0.0005392441453159245,0.0009883999764059867
Eagle River,0.10929668235888912,0.03419407924071748,7.271954528554813e-05,0.0012971111034681898,0.001876201818991621,0.0008562471882988831,0.00038461289311199587,4.4733558822056284e-07,0.022401648473056084,0.00029448910659362406,0.001353969283922985
Éléonore,0.1712664717766194,0.050496270085719296,0.00027313873274669234,0.010612488691767886,0.009656067090907034,0.0008141728782135259,2.616504438209025e-05,3.3497490236207433e-07,1.4879184151824691,9.787119517060805e-05,0.0005812003716045204
Goldex (Au),0.08276725072793169,0.027419550973570433,8.279803397044342e-05,0.0015511955845534642,0.0029838272980070545,0.0010935791159252823,2.8447897198810614e-05,3.2560466439299526e-07,0.021063105848385395,2.5597690612506387e-05,0.0017339740686095517
Island,0.20090155154658898,0.06786166368653526,8.190892034535164e-05,0.0005992441652340875,0.0012193668232284283,0.0005775816225344929,0.0006090867822447825,2.9683155698422235e-07,0.059418895852482355,0.0005873769937219413,0.00044338680285308885
LaRonde (Doré),0.04117779622701443,0.013214576543480717,6.94195643638046e-05,0.0006005259109556929,0.0015711963399566318,0.0037237785045508274,2.2047673796313304e-05,2.0061855548079375e-07,0.018818521911829783,2.866351763057093e-05,0.00043197938606771
Lamaque,0.016666643155096344,0.005023805975583672,3.611252707261921e-06,0.00011236950217854565,9.949629746525589e-05,4.575900474435109e-05,5.119079337516963e-06,9.158342017086966e-08,0.0013848741111423205,1.7384559951697785e-06,4.561242006987777e-05
Macassa,0.30331864869289027,0.1015614729823679,0.000357464802572886,0.006491757691566846,0.009899134600609134,0.005367714348900131,0.0007231293072864295,1.115708984307157e-06,0.11499134430223797,0.00021853365848820082,0.00797221433758539
Musselwhite,0.18266263637739125,0.053272179175961706,0.00022935241725913233,0.003961797664051271,0.014203616984708364,0.0010725293948402295,0.000682591436240751,4.1198187719805e-07,0.021901324056837028,0.0002996652753332898,0.0004823232635614124
Red Lake,0.12897534223263252,0.038134486795991386,0.0004281713190530193,0.0012183762577211267,0.012124654607565618,0.003860623533509056,0.0018868562549902766,4.878082325111532e-07,0.03602508544313454,1.7601046859916507e-05,0.0006477804106292714
Seabee Gold Operation,0.3935901083533108,0.11448960399929728,0.00015876235451966827,0.0011274192508513904,0.004176765553032091,0.0010870559358370463,5.0213893204933595e-06,9.166023887958495e-07,0.017573842823328883,9.807972720179537e-05,0.00040308189917744573
Snow Lake (Doré),0.006879352920239568,0.0020981444370742467,2.9870992858930464e-05,8.390842624703693e-05,0.0006764611902522696,0.0004736388327685103,1.0455891416118416e-06,3.377064170313427e-08,0.054782846613715803,9.939592234195171e-07,6.270906412673151e-05
Timmins Operation,0.1603515715965204,0.048360897690976914,0.03369180061517911,0.016801103186905735,0.5991118827395809,0.29353860477233157,0.001325645972308033,5.497333387443838e-07,0.016159584640529273,0.00010347247383559243,0.0012541313559468433
Westwood-Doyon,0.12762729795634542,0.040842981250961155,7.917777165311087e-05,0.0020070523992940705,0.0024778454933433573,0.001227398763860138,3.336915312950292e-05,4.7444853589366645e-07,0.08557857440489239,3.339268803965588e-05,0.0019632200336001373
Eleonore,0.1712664717766194,0.050496270085719296,0.00027313873274669234,0.010612488691767886,0.009656067090907034,0.0008141728782135259,2.616504438209025e-05,3.3497490236207433e-07,1.4879184151824691,9.787119517060805e-05,0.0005812003716045204
Nunavik Nickel,4.464400523819599e-06,1.3335854133197013e-06,4.165147764340248e-10,1.3307551642690275e-08,1.1574688040112186e-08,5.140205539345869e-09,6.052477137578475e-11,1.263740624027336e-11,9.616025180600694e-08,2.3515421411830867e-10,7.966232790570702e-09
Thompson,2.9829366538770634e-06,9.230324188571016e-07,8.706444522136606e-10,2.2415623033363046e-08,2.5423387062562416e-08,1.1925463297671817e-08,1.1947613997344097e-10,1.479599472688188e-11,2.2010101724059828e-07,4.0234045833810565e-10,1.9503104570755787e-08
Voisey's Bay,1.3328793801799925e-05,4.086228075336884e-06,4.6312630043451434e-08,6.731344754595037e-08,1.4451647048559976e-07,1.2438672530962723e-07,2.76497598645465e-10,7.009706404041013e-11,5.903787445868807e-05,1.7656296162041376e-07,3.186649587416714e-08
Raglan,6.599897738753306e-06,1.9766754273782307e-06,4.6197514779778986e-08,2.9696209971511067e-08,2.2379262127525082e-07,3.821655269169099e-08,1.0998640677576363e-10,3.544362447409601e-11,8.527638647030137e-06,7.708797256079146e-08,9.772059244854192e-09
Gibraltar (Mo),6.595419426748448e-05,2.155802792140925e-05,5.116732508060491e-08,1.1153958982501814e-06,1.5802623077107675e-06,7.706839103832464e-07,8.474854884844911e-09,2.775171757270823e-10,2.5763537825959024e-05,4.636160914406188e-08,1.2882171132395265e-06
Highland Valley (Mo),2.7967767772998032e-05,8.97541207327085e-06,1.6396303395145394e-08,3.5168789584472826e-07,5.011661019400956e-07,2.4863809531449535e-07,2.1360821089080265e-09,1.2128809709573564e-10,1.2129202933574515e-05,1.923741483979004e-08,4.0035836201264637e-07
Kidd Creek (Zn),3.0535316688236905e-08,1.0358730776370915e-08,1.350763665880971e-09,1.6693141365557905e-09,9.504721772115321e-08,7.838369289269288e-08,4.390900146578205e-12,1.0200015088769883e-13,1.0217813595688665e-07,2.8793251246924343e-09,8.721224735033434e-10
LaRonde (Zn),2.050667328384748e-06,6.580901094017042e-07,3.4571163414151124e-09,2.990638174312327e-08,7.82460786939812e-08,1.8544535466523402e-07,1.0979811720838435e-09,9.990867707555682e-12,9.371683782485085e-07,1.4274522499603646e-09,2.1512711508364743e-08
Snow Lake (Zn),3.4259396683837636e-07,1.0448826135853969e-07,1.4875848756784966e-09,4.178666296856357e-09,3.368798146441722e-08,2.3587363508199292e-08,5.2070672433209287e-11,1.681788722506026e-12,2.7282030791312065e-06,4.9499486059283166e-11,3.122931373953643e-09
