Commodity,Climate change HH LT (DALY),Climate change HH ST (DALY),Human toxicity cancer LT (DALY),Human toxicity cancer ST (DALY),Human toxicity non-cancer LT (DALY),Human toxicity non-cancer ST (DALY),Ionizing radiations HH (DALY),Ozone layer depletion (DALY),Particulate matter formation (DALY),Photochemical ozone HH (DALY),Water availability HH (DALY)
Cu concentrate from Au mine,5.5456858966278214e-06,1.6859800046527904e-06,7.0857076959604395e-09,4.2058611740823963e-07,2.372096141811499e-07,2.689252372013835e-06,2.355912402151403e-09,1.5755991060038157e-11,9.861764601238406e-07,5.438528578284332e-09,2.5763906586482362e-06
Cu concentrate from Cu mine,6.321855332459861e-06,1.978289460378152e-06,1.5813479822410865e-08,5.461883609023626e-07,4.969485875452965e-07,3.017430045376681e-07,1.286584761659139e-08,1.7188007320509857e-11,3.054721070886566e-06,1.8123086096959395e-08,4.6651128517151115e-06
Au-Ag ingot,0.015430535487197607,0.004691137362889463,1.9715552810469964e-05,0.001170255446598415,0.0006600213951450569,0.007482682061187133,6.555183989811638e-06,4.3840092122783365e-08,0.0027439763327498706,1.5132376761425388e-05,0.007168651566659356
Pb concentrate,2.481762739100275e-06,7.544968168594141e-07,3.17094144364544e-09,1.8821746901297226e-07,1.0615422312023221e-07,1.2034735882428743e-06,1.0542998049978822e-09,7.051000074190799e-12,4.413261065466677e-07,2.433808461846808e-09,1.1529665482620322e-06
Zn concentrate,2.5081644985968937e-06,7.625233872648286e-07,3.2046749263900536e-09,1.9021978237744786e-07,1.072835261754134e-07,1.2162764322162856e-06,1.0655157665623573e-09,7.126010811016568e-12,4.460210732632338e-07,2.4597000943792094e-09,1.1652321531608646e-06
Fe concentrate,1.0482667107554977e-07,3.459309357328062e-08,4.2869696825792244e-11,1.574144713275163e-09,1.1590569191141808e-09,6.803493525480002e-10,2.419396968412307e-11,3.8674145120364145e-13,2.3723916842951775e-08,1.4040044386454188e-10,3.4360053320510364e-08
Ni concentrate,2.6081650736407268e-06,8.070516700454577e-07,2.0722393942469664e-09,4.052864972767212e-08,6.263542116588081e-08,2.922093831838162e-08,1.821170398174475e-10,7.91349387330598e-12,5.117127208619637e-07,2.920935093446723e-09,1.6893810540873557e-07
