Climate change,Commodity,Freshwater acidification,Freshwater ecotoxicity,Land occupation,Land transformation,Marine acidification,Other,Terrestrial acidification,Terrestrial ecotoxicity,Thermally polluted water,Water availability freshwater,Water availability terrestrial,Source,Reference product
2116.3032106995397,Au-Ag ingot,177.26522971784783,648.149554689887,263.8219589760503,909.3231755838428,652.1945821258834,175.86004582527957,364.244791983298,72.12378735474586,2.558490336265774,0.06030774460509272,0.27813999377831045,Regioinvent,Doré
0.34037459832190636,Pb concentrate,0.028510366729475003,0.1042448198042463,0.04243167766533698,0.14625054606922805,0.10489539862866487,0.02828436487231798,0.05858313372036937,0.011599994345283596,0.00041149353810720536,9.699566429606808e-06,4.4734510069582494e-05,Regioinvent,Pb concentrate
0.3439956058940642,Zn concentrate,0.028813668948986366,0.10535380952006371,0.04288307875009593,0.14780641114724688,0.1060113074895108,0.028585262772464228,0.05920635958444984,0.011723398996885043,0.0004158711339707299,9.802753334569097e-06,4.5210409290128444e-05,Regioinvent,Zn concentrate
0.012302348360519213,Fe concentrate,0.001153708265801444,0.001986445477293488,0.0027865432825084956,0.00761374440353389,0.0036272615749556453,0.0015771162399434123,0.0020039778227805495,0.0001478376983479122,8.378054311232476e-06,2.8951362505046577e-07,9.44792999421694e-07,Regioinvent,Fe concentrate
0.23384368333791627,Ni concentrate,0.016032182120468516,0.03516544504355065,0.035624542238918554,0.16735244168901234,0.07079940853042185,0.02906086236511968,0.03181613109877342,0.0023959424068579725,2.071117802399912e-05,1.1291341754938688e-06,0.0008171754989469936,Regioinvent,Ni concentrate
41.79996169614313,U yellowcake,9.632884718066748,1982.7872308048397,5.3218739393044086,6.103890640075211,12.926293677042578,9.678373557053224,28.329133319994014,270.8074213270337,0.007281631224291345,0.000472958067065722,0.0030123421432126586,Regioinvent,U concentrate
1.6035943407862603,Copper Mountain,0.0202177635577568,0.23485021893685873,0.15888796916690398,1.8744076049736724,0.4555417780375862,0.10317576109971441,0.15163115816109196,0.02372422387045156,0.00018134374649205406,3.62620515897171e-05,0.0001343121023599736,MetalliCan,Cu concentrate
2.031736731060916,Gibraltar (Cu),0.04042003995628626,0.7650872894196871,0.17215787355956952,1.1964257151303392,0.5589279112730942,0.13389125031701285,0.28318357941628536,0.04978826982102854,0.0006994927402109605,4.812590588942553e-05,0.00022264945098520827,MetalliCan,Cu concentrate
0.8722213137454952,Highland Valley (Cu),0.013256426347962542,0.24610088390675286,0.11221893216477119,1.6114529369829316,0.2509568236937472,0.055135800934277904,0.09389559238954415,0.015225069113441849,0.00010812859295441984,2.659626733415507e-05,6.889041362354339e-05,MetalliCan,Cu concentrate
0.697382203790473,Mount Milligan,0.0071731261409445895,0.07655794380088957,0.15767104184700068,1.3448567791601063,0.21794290930522994,0.04654541175735152,0.05173228371729627,0.0026414326241146393,0.00019830257004028353,0.0001041771129944788,1.944974884024424e-05,MetalliCan,Cu concentrate
1.8505324399359002,Mount Polley,0.15036975897255572,0.3288521957095978,0.16180139597903584,1.6318865176578354,0.5218604502539655,1.360888879327786,1.1716530913833907,0.02894027242010907,0.00022770554985601687,4.394029028597594e-05,0.00016597701119791373,MetalliCan,Cu concentrate
18.661962831565624,Red Chris,0.10998896116814402,0.9349983154498995,0.487788300906034,6.946937278361509,5.781011569929363,0.938681244614639,0.844440353478413,0.04523661833525583,0.003832151828422014,0.00020146787358136728,0.00021742533975941276,MetalliCan,Cu concentrate
