site_id,activity_name,mining_processing_type,archetypes,compartment_name,substance_name,flow_direction,release_pathway,unit,value,data_source,concentrate,mass_conc,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key,reference_mass_unit
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,N2O,Emission,Stationary Fuel Combustion,tonnes,0.0656,MetalliCan,Cu,45578.436133333336,1.0,mining,1.4392771135915322e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,N2O,Emission,On-site Transportation,tonnes,6.8682,MetalliCan,Cu,45578.436133333336,1.0,mining,1.5068968096904514e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Fugitive Emissions,tonnes,36.44,MetalliCan,Cu,45578.436133333336,1.0,mining,7.995008844401743e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Other,tonnes,1251.09,MetalliCan,Cu,45578.436133333336,1.0,mining,2.7449164695780943e-05,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,CO2,Emission,Stationary Fuel Combustion,tonnes,917.04,MetalliCan,Cu,45578.436133333336,1.0,mining,2.0120040918414308e-05,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,CO2,Emission,On-site Transportation,tonnes,46615.6208,MetalliCan,Cu,45578.436133333336,1.0,mining,0.0010227560389222772,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Carbon monoxide,Emission,Fugitive Emissions,tonnes,154.85,MetalliCan,Cu,45578.436133333336,1.0,mining,3.3974399548726944e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Carbon monoxide,Emission,Other,tonnes,274.25,MetalliCan,Cu,45578.436133333336,1.0,mining,6.017099823208502e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,CH4,Emission,Stationary Fuel Combustion,tonnes,0.0146,MetalliCan,Cu,45578.436133333336,1.0,mining,3.2032691857372514e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,CH4,Emission,On-site Transportation,tonnes,3.5057,MetalliCan,Cu,45578.436133333336,1.0,mining,7.691575879752797e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Sulphur dioxide,Emission,Fugitive Emissions,tonnes,4.55,MetalliCan,Cu,45578.436133333336,1.0,mining,9.982790955551023e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Sulphur dioxide,Emission,Other,tonnes,82.05,MetalliCan,Cu,45578.436133333336,1.0,mining,1.8001934019845306e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Antimony (and its compounds),Emission,Direct Discharge,tonnes,0.0056,MetalliCan,Cu,45578.436133333336,1.0,mining,1.2286511945293566e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Antimony (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Antimony (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Direct Discharge,kg,7.9454,MetalliCan,Cu,45578.436133333336,1.0,mining,1.7432366430381343e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Direct Discharge,kg,0.27948,MetalliCan,Cu,45578.436133333336,1.0,mining,6.131847068697583e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,1.186,MetalliCan,Cu,45578.436133333336,1.0,mining,2.6021077084139588e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Direct Discharge,kg,1.4555,MetalliCan,Cu,45578.436133333336,1.0,mining,3.1933960957812125e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Direct Discharge,tonnes,0.064,MetalliCan,Cu,45578.436133333336,1.0,mining,1.4041727937478364e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Lead (and its compounds),Emission,Stack Emissions,kg,0.1601,MetalliCan,Cu,45578.436133333336,1.0,mining,3.5126260043598217e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Direct Discharge,kg,0.447,MetalliCan,Cu,45578.436133333336,1.0,mining,9.807269356332544e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,2.718,MetalliCan,Cu,45578.436133333336,1.0,mining,5.963346333447842e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Manganese (and its compounds),Emission,Direct Discharge,tonnes,0.601,MetalliCan,Cu,45578.436133333336,1.0,mining,1.3186060141288274e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Manganese (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Manganese (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Mercury (and its compounds),Emission,Other,tonnes,7.9e-05,MetalliCan,Cu,45578.436133333336,1.0,mining,1.7332757922824853e-12,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Nickel (and its compounds),Emission,Stack Emissions,tonnes,1.9e-05,MetalliCan,Cu,45578.436133333336,1.0,mining,4.168637981438889e-13,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nickel (and its compounds),Emission,Direct Discharge,tonnes,0.0049,MetalliCan,Cu,45578.436133333336,1.0,mining,1.0750697952131871e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nickel (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nickel (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Selenium (and its compounds),Emission,Direct Discharge,kg,268.969,MetalliCan,Cu,45578.436133333336,1.0,mining,5.901233627524403e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Selenium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Selenium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Zinc (and its compounds),Emission,Direct Discharge,tonnes,0.0434,MetalliCan,Cu,45578.436133333336,1.0,mining,9.522046757602515e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Zinc (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Zinc (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nitrate ion in solution at pH >= 6.0,Emission,Direct Discharge,tonnes,25.407,MetalliCan,Cu,45578.436133333336,1.0,mining,5.574346589179888e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nitrate ion in solution at pH >= 6.0,Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Nitrate ion in solution at pH >= 6.0,Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Phosphorus (total),Emission,Direct Discharge,tonnes,0.067,MetalliCan,Cu,45578.436133333336,1.0,mining,1.4699933934547662e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Phosphorus (total),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Phosphorus (total),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Vanadium (and its compounds),Emission,Direct Discharge,tonnes,0.0093,MetalliCan,Cu,45578.436133333336,1.0,mining,2.0404385909148244e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Vanadium (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Water,Vanadium (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,45578.436133333336,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Total particulate matter,Emission,Fugitive Emissions,tonnes,68.15,MetalliCan,Cu,45578.436133333336,1.0,mining,1.4952246233424228e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Total particulate matter,Emission,Other,tonnes,87.81,MetalliCan,Cu,45578.436133333336,1.0,mining,1.926568953421836e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Fugitive Emissions,tonnes,27.27,MetalliCan,Cu,45578.436133333336,1.0,mining,5.983092513359922e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Other,tonnes,87.79,MetalliCan,Cu,45578.436133333336,1.0,mining,1.92613014942379e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Fugitive Emissions,tonnes,1.645,MetalliCan,Cu,45578.436133333336,1.0,mining,3.609162883929986e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Other,tonnes,87.8,MetalliCan,Cu,45578.436133333336,1.0,mining,1.926349551422813e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Volatile Organic Compounds (Total),Emission,Storage / Handling,tonnes,16.78,MetalliCan,Cu,45578.436133333336,1.0,mining,3.681565543607609e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-3f490561,Open-pit mining and beneficiation at Mount Polley,"Open-pit, concentrator",Cu Porphyry,Air,Volatile Organic Compounds (Total),Emission,Other,tonnes,101.14,MetalliCan,Cu,45578.436133333336,1.0,mining,2.2190318181196276e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,N2O,Emission,Stationary Fuel Combustion,tonnes,0.13005,MetalliCan,Cu,63500.0,1.0,mining,2.048031496062992e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,N2O,Emission,On-site Transportation,tonnes,0.543,MetalliCan,Cu,63500.0,1.0,mining,8.551181102362206e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,N2O,Emission,Waste,tonnes,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,46.0267,MetalliCan,Cu,63500.0,1.0,mining,7.248299212598424e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Fugitive Emissions,tonnes,47.6999,MetalliCan,Cu,63500.0,1.0,mining,7.51179527559055e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CO2,Emission,Stationary Fuel Combustion,tonnes,3053.158,MetalliCan,Cu,63500.0,1.0,mining,4.8081228346456695e-05,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CO2,Emission,On-site Transportation,tonnes,66954.959,MetalliCan,Cu,63500.0,1.0,mining,0.0010544088031496065,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CO2,Emission,Waste,tonnes,0.0,MetalliCan,Cu,63500.0,1.0,mining,0.0,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,10.5047,MetalliCan,Cu,63500.0,1.0,mining,1.654283464566929e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Carbon monoxide,Emission,Fugitive Emissions,tonnes,225.2297,MetalliCan,Cu,63500.0,1.0,mining,3.546924409448819e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CH4,Emission,Stationary Fuel Combustion,tonnes,0.07623,MetalliCan,Cu,63500.0,1.0,mining,1.200472440944882e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CH4,Emission,On-site Transportation,tonnes,4.644,MetalliCan,Cu,63500.0,1.0,mining,7.313385826771653e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,CH4,Emission,Waste,tonnes,2.962,MetalliCan,Cu,63500.0,1.0,mining,4.664566929133858e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Arsenic (and its compounds),Emission,Fugitive Emissions,kg,24.0936,MetalliCan,Cu,63500.0,1.0,mining,3.794267716535433e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Direct Discharge,kg,0.0253,MetalliCan,Cu,63500.0,1.0,mining,3.984251968503937e-10,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Arsenic (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Cadmium (and its compounds),Emission,Fugitive Emissions,kg,0.4708,MetalliCan,Cu,63500.0,1.0,mining,7.414173228346456e-09,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Direct Discharge,kg,0.0003,MetalliCan,Cu,63500.0,1.0,mining,4.724409448818898e-12,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cadmium (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Cobalt (and its compounds),Emission,Fugitive Emissions,kg,67.8099,MetalliCan,Cu,63500.0,1.0,mining,1.067872440944882e-06,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Direct Discharge,kg,0.0024,MetalliCan,Cu,63500.0,1.0,mining,3.779527559055118e-11,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Cobalt (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Copper (and its compounds),Emission,Fugitive Emissions,tonnes,3.5793,MetalliCan,Cu,63500.0,1.0,mining,5.636692913385827e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Direct Discharge,tonnes,0.0001,MetalliCan,Cu,63500.0,1.0,mining,1.5748031496062991e-12,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Copper (and its compounds),Emission,Waterbody,tonnes,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Lead (and its compounds),Emission,Fugitive Emissions,kg,18.4635,MetalliCan,Cu,63500.0,1.0,mining,2.9076377952755905e-07,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Direct Discharge,kg,0.0019,MetalliCan,Cu,63500.0,1.0,mining,2.9921259842519683e-11,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Lead (and its compounds),Emission,Waterbody,kg,,MetalliCan,Cu,63500.0,1.0,mining,,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Air,Manganese (and its compounds),Emission,Fugitive Emissions,tonnes,2.0803,MetalliCan,Cu,63500.0,1.0,mining,3.2760629921259836e-08,Cu concentrate,concentrate_economic,kg
BC-MAIN-599152a0,Open-pit mining and beneficiation at Copper Mountain,"Open-pit, concentrator",Cu Porphyry,Water,Manganese (and its compounds),Emission,Direct Discharge,tonnes,0.0001,MetalliCan,Cu,63500.0,1.0,mining,1.5748031496062991e-12,Cu concentrate,concentrate_economic,kg
