main_id,facility_group_id,company_id,year,flow_type,subflow_type_agg,value_normalized_sum,ore_type,mining_method,mining_submethod,facility_name,facility_group_name,company_name,city,province,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owners,operators,operation_periods,company_URL,facility_URL,MDO_URL,source_id,facility_id
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,Gasoline,68.2943068,Sulfide,"OP, U, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,,QC-MAIN-b86f7d07
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,LPG-Propane,317.9305311,Sulfide,"OP, U, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,,QC-MAIN-b86f7d07
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Diesel,201.4300844,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,QC-MAIN-e7e6a960
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Electricity,152.6646167,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,QC-MAIN-e7e6a960
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Explosives,3.320961424,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,QC-MAIN-e7e6a960
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Gasoline,3.669521011,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,QC-MAIN-e7e6a960
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,LPG-Propane,9.312001555,Sulfide,"OP, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,,QC-MAIN-e7e6a960
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Diesel,228.779405,Sulfide,"U, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,,QC-MAIN-f9e41c2a
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Electricity,330.0414232,Sulfide,"U, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,,QC-MAIN-f9e41c2a
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Gasoline,4.232967049,Sulfide,"U, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,,QC-MAIN-f9e41c2a
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,LPG-Propane,0.276711286,Sulfide,"U, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,,QC-MAIN-f9e41c2a
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Natural gas,91.72502054,Sulfide,"U, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,,QC-MAIN-f9e41c2a
YT-MAIN-44857446,nan,CMP-7e360a1f,2023,Energy,Diesel,298.912987,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Keno Hill Silver District,,Hecla Mining Company,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,,YT-MAIN-44857446
YT-MAIN-44857446,nan,CMP-7e360a1f,2023,Energy,Electricity,364.0500416,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Keno Hill Silver District,,Hecla Mining Company,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,,YT-MAIN-44857446
YT-MAIN-44857446,nan,CMP-7e360a1f,2023,Energy,Gasoline,13.72356249,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Keno Hill Silver District,,Hecla Mining Company,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,,YT-MAIN-44857446
YT-MAIN-44857446,nan,CMP-7e360a1f,2023,Energy,LPG-Propane,34.78006709,Sulfide,"U, concentrator","Surface – Truck & Shovel, Underground – Stoping – Long-Hole Stoping",Keno Hill Silver District,,Hecla Mining Company,Mayo,Yukon,active_facility,,,mining,"Underground, concentrator",Precious metals and Base metals,"Silver, zinc, lead",Hecla Mining Company (100%),Hecla Mining Company,,https://www.hecla.com/,https://www.hecla.com/operations/casa-berardi-quebec-canada,https://miningdataonline.com/property/24/Casa-Berardi-Mine.aspx,,YT-MAIN-44857446
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Diesel,934.4821748,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Electricity,309.1380501,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Explosives,11.79342686,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Gasoline,13.31399249,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,LPG-Propane,0.061155729,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0a2c0d69,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Lubricants,1.902593755,Sulfide,"OP, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-0d911886,GRP-0d911886,CMP-4a434d72,2023,Energy,Diesel,222.1045363,,"OP, U",,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-0d911886,GRP-0d911886,CMP-4a434d72,2023,Energy,Electricity,279.9700042,,"OP, U",,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-0d911886,GRP-0d911886,CMP-4a434d72,2023,Energy,Gasoline,5.907195637,,"OP, U",,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-0d911886,GRP-0d911886,CMP-4a434d72,2023,Energy,LPG-Propane,2.176591573,,"OP, U",,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-0d911886,GRP-0d911886,CMP-4a434d72,2023,Energy,Natural gas,57.26726211,,"OP, U",,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-147b3123,GRP-147b3123,CMP-48a36546,2023,Energy,Diesel,244.1459975,,"U, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-147b3123,GRP-147b3123,CMP-48a36546,2023,Energy,Electricity,670.6888971,,"U, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-147b3123,GRP-147b3123,CMP-48a36546,2023,Energy,Explosives,4.407115629,,"U, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-147b3123,GRP-147b3123,CMP-48a36546,2023,Energy,Gasoline,1.871728081,,"U, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-147b3123,GRP-147b3123,CMP-48a36546,2023,Energy,Natural gas,101.2233792,,"U, concentrator",,,,,,,,,,,,,"Gold, silver",,,,,,,,nan
GRP-14bfbb82,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Diesel,1079.139344,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-14bfbb82,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Electricity,1597.17243,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-14bfbb82,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,LPG-Propane,329.3196721,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,Gold,,,,,,,,nan
GRP-14bfbb82,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Other,84.23770492,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,Gold,,,,,,,,nan
