raw_material,activity_name,reference_product,location,exchange_type,input_name,input_database,input_code,amount,unit,comment
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Arsenic ion,biosphere3,7348af7c-e102-4a03-a0df-efce16469eed,9.582e-09,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/"
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Dinitrogen monoxide,biosphere3,afd6d670-bbb0-4625-9730-04088a5b035e,4.555e-05,kilogram,"Calculated Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
Dinitrogen monoxide emissions from diesel burning processes were substracted from the value measured on site."
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Lead II,biosphere3,2718482b-8399-442e-b89a-52fbcc22d2e6,2.948e-09,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/"
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Manganese II,biosphere3,2460f868-54a9-404c-bec8-c809a44ae72c,2.818e-08,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/"
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Mercury II,biosphere3,5ec9c16a-959d-44cd-be7d-a935727d2151,9.582e-11,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/"
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,"Methane, fossil",biosphere3,70ef743b-3ed5-4a6d-b192-fb6d62378555,0.0001284,kilogram,"Calculated Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
Methane emissions from diesel burning processes were substracted from the value measured on site."
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Arsenic ion,biosphere3,8c8ffaa5-84ed-4668-ba7d-80fd0f47013f,3.326e-08,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
In dataset ''sulfidic tailing, off-site'' only emissions via bottom leaching are considered. Hence, emissions to water contained in the final effluent are added."
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Cadmium II,biosphere3,af83b42f-a4e6-4457-be74-46a87798f82a,3.85e-09,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
In dataset ''sulfidic tailing, off-site'' only emissions via bottom leaching are considered. Hence, emissions to water contained in the final effluent are added."
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Chromium III,biosphere3,e34d3da4-a3d5-41be-84b5-458afe32c990,2.818e-08,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
In dataset ''sulfidic tailing, off-site'' only emissions via bottom leaching are considered. Hence, emissions to water contained in the final effluent are added."
Nickel concentrate,"nickel mine operation and benefication to nickel concentrate, 16% Ni","nickel concentrate, 16% Ni",CA-QC,biosphere,Cobalt II,biosphere3,d4291dd5-dae8-47fa-bf06-466fcecbc210,2.255e-08,kilogram,"Measured Value. National Pollutant Release Inventory (NPRI), 2010. This is Canada's legislated, publicly accessible inventory of pollutant releases (to air, water and land), disposals and transfers for recycling.
http://www.ec.gc.ca/inrp-npri/
In dataset ''sulfidic tailing, off-site'' only emissions via bottom leaching are considered. Hence, emissions to water contained in the final effluent are added."
