technosphere_id,year,flow_type,subflow_type,unit,value,comment,main_id,facility_group_id,company_id,source_id,mass,mass_source,mass_note,needs_density,site_id,activity_name,mining_processing_type,archetypes,metal,mass_t,allocation_factor,facility_type,value_normalized,functional_unit,normalization_key
TECH-0aadf28f-2023.0-9.0,2023,Material use,Flocculant,t,149.1,,ON-MAIN-0aadf28f,,CMP-d94be190,NewGoldInc_2023-New-Gold-ESG-Data-Factbook,149.1,t,reported in tonnes,False,ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Free-miling,Au,7.89235760749999,1.0,mining,18.891693384282597,"Au, usable ore",metal_economic
TECH-0aadf28f-2023.0-11.0,2023,Material use,Lime,t,6390.4,,ON-MAIN-0aadf28f,,CMP-d94be190,NewGoldInc_2023-New-Gold-ESG-Data-Factbook,6390.4,t,reported in tonnes,False,ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,"Open-pit, underground, concentrator",Free-miling,Au,7.89235760749999,1.0,mining,809.6946841242086,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-2.0,2023,Material use,Anti-scalant,t,35.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,35.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,12.175572779406227,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-2.0,2023,Material use,Anti-scalant,t,35.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,35.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.1580048732756244,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-3.0,2023,Material use,Carbon,t,60.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,60.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,20.774141126444523,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-3.0,2023,Material use,Carbon,t,60.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,60.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.26959023575840996,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-4.0,2023,Material use,Caustic soda,t,86.6,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,86.6,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,29.785440754140655,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-4.0,2023,Material use,Caustic soda,t,86.6,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,86.6,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.38653169564036927,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-5.0,2023,Material use,Compressor oil,t,1.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,1.5,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,0.5159141008222977,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-5.0,2023,Material use,Compressor oil,t,1.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,1.5,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.006695121748967135,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-6.0,2023,Material use,Cyanide,t,399.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,399.3,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,137.33633363889567,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-6.0,2023,Material use,Cyanide,t,399.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,399.3,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,1.7822414095750516,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-10.0,2023,Material use,Explosives,t,1483.4,"Explosives, treated as material input because in t",QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,1483.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,510.2046514398644,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-10.0,2023,Material use,Explosives,t,1483.4,"Explosives, treated as material input because in t",QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,1483.4,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,6.621029068278567,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-11.0,2023,Material use,Flocculant,t,46.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,46.2,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,15.890154305326773,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-11.0,2023,Material use,Flocculant,t,46.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,46.2,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.20620974986818777,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-13.0,2023,Material use,Grease,t,4.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,4.5,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,1.5477423024668933,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-13.0,2023,Material use,Grease,t,4.5,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,4.5,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.020085365246901406,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-14.0,2023,Material use,Hydraulic oil,t,200.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,200.2,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,68.85733532308267,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-14.0,2023,Material use,Hydraulic oil,t,200.2,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,200.2,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.893575582762147,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-15.0,2023,Material use,Lime,t,5069.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,5069.3,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,1743.5489008656496,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-15.0,2023,Material use,Lime,t,5069.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,5069.3,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,22.6263871213594,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-16.0,2023,Material use,Motor/drill oil,t,18.9,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,18.9,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,6.500517670360952,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-16.0,2023,Material use,Motor/drill oil,t,18.9,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,18.9,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.0843585340369859,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-19.0,2023,Material use,Sulfur dioxide,t,539.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,539.0,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,185.38513356214568,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-19.0,2023,Material use,Sulfur dioxide,t,539.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,539.0,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,2.4057804151288575,"Ag, usable ore",metal_economic
TECH-02884fb5-2023.0-20.0,2023,Material use,Transmission oil,t,8.1,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,8.1,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Au,2.8926255,0.994897522565433,mining,2.7859361444404076,"Au, usable ore",metal_economic
TECH-02884fb5-2023.0-20.0,2023,Material use,Transmission oil,t,8.1,,QC-MAIN-02884fb5,,CMP-3d0a95b7,IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected,8.1,t,reported in tonnes,False,QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,"Underground, concentrator",Free-miling,Ag,1.143178039,0.005102477434567,mining,0.03615365744442253,"Ag, usable ore",metal_economic
TECH-7607a50e-2023.0-7.0,2023,Material use,Total blasting agents used e.g. ANFO,t,2599.5,"Explosives, treated as material input because in t",ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,2599.5,t,reported in tonnes,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.75725784999999,1.0,mining,451.51703601394274,"Au, usable ore",metal_economic
TECH-7607a50e-2023.0-8.0,2023,Material use,Total sodium cyanide used,t,1955.7,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,AlamosGoldInc_Data_2023,1955.7,t,reported in tonnes,False,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,Au,5.75725784999999,1.0,mining,339.6929668522669,"Au, usable ore",metal_economic
