Commodity,"Climate change, human health, long term","Climate change, human health, short term","Human toxicity cancer, long term","Human toxicity cancer, short term","Human toxicity non-cancer, long term","Human toxicity non-cancer, short term","Ionizing radiations, human health",Ozone layer depletion,Particulate matter formation,"Photochemical ozone formation, human health","Water availability, human health"
Cu concentrate from Au mine,0.3894545631814383,0.11654273532531728,0.00045546950186128366,0.023256924812835242,0.014438423354480914,0.13294414208274127,0.0011993480355489152,1.3857008893347553e-06,0.31892654822996913,0.0002843712972457185,0.0024961026322671094
Cu concentrate from Cu mine,0.1196926462547104,0.036374005137520524,0.00030641348263818973,0.010638490037529735,0.009587839922621197,0.005681139194317346,0.00023620007806316874,3.8322040574401246e-07,0.814313852385903,0.0003392015225508225,0.0028298592586847985
Au-Ag ingot,0.3894545680296474,0.11654273679894091,0.00045546949939376106,0.023256925106294755,0.014438423249000043,0.13294414152217124,0.0011993480965537477,1.3857009140769342e-06,0.3189265422059158,0.00028437129714623384,0.002496102648617007
Pb concentrate,0.38945456428926023,0.11654273569182165,0.00045546950171083473,0.02325692518007537,0.014438423342036317,0.1329441463805089,0.0011993480331279306,1.3857009025328695e-06,0.3189265421048023,0.00028437129235068327,0.0024961026379994853
Zn concentrate,0.3894545662546377,0.11654273627579616,0.00045546950822083354,0.023256925219370783,0.014438423637660113,0.13294413930310048,0.001199348028959902,1.3857009062414463e-06,0.318926546251141,0.00028437129826664457,0.00249610267653338
Au refined,0.1093855114741209,0.033335409935495074,0.0006185686360871216,0.006725919767877663,0.016796203100522322,0.008492234441487032,4.044017357012014e-05,5.766557824286857e-07,0.8236199501207027,0.0003285350484312022,0.0006566838695656074
Ag refined,0.10938551044752791,0.0333354096357317,0.0006185686447593443,0.0067259199208828755,0.016796203312892714,0.008492234570045307,4.044017399828489e-05,5.766557777432208e-07,0.8236199509424348,0.00032853504836705594,0.0006566838712247684
Fe concentrate,0.27240983610925334,0.0863430321370721,0.00013177429139778739,0.004166235952359705,0.0036643135692845377,0.0016043781839012513,0.000642304857543853,1.2624405651946448e-06,0.629075263230523,0.00030875803577140365,0.0016528662456431417
Ni concentrate,0.28259416932694353,0.08660816255439538,0.0002322083200066492,0.004570851409192323,0.007087707923569108,0.0034871882967491595,3.0135787488793394e-05,1.0174127884304882e-06,0.613509714916525,0.0003274232154548273,0.0015514462321413243
