Commodity,Climate change EQ LT (PDF.m2.yr),Climate change EQ ST (PDF.m2.yr),Fisheries impact (PDF.m2.yr),Freshwater acidification (PDF.m2.yr),Freshwater ecotoxicity LT (PDF.m2.yr),Freshwater ecotoxicity ST (PDF.m2.yr),Freshwater eutrophication (PDF.m2.yr),Ionizing radiations EQ (PDF.m2.yr),Land occupation biodiversity (PDF.m2.yr),Land transformation biodiversity (PDF.m2.yr),Marine acidification LT (PDF.m2.yr),Marine acidification ST (PDF.m2.yr),Marine ecotoxicity LT (PDF.m2.yr),Marine ecotoxicity ST (PDF.m2.yr),Marine eutrophication (PDF.m2.yr),Photochemical ozone EQ (PDF.m2.yr),Terrestrial acidification (PDF.m2.yr),Terrestrial ecotoxicity LT (PDF.m2.yr),Terrestrial ecotoxicity ST (PDF.m2.yr),Thermally polluted water (PDF.m2.yr),Water availability freshwater (PDF.m2.yr),Water availability terrestrial (PDF.m2.yr)
Goldex (Au),2.5221142582365865,0.8578180982069525,1.2077284942703765e-17,0.08678563720124638,0.7069104848734028,0.18598654151450508,0.0008513078406963385,2.3774737035617727e-09,0.8444534772305682,0.21106423241260108,0.8262223038431037,0.08968795252051419,9.320774976480291e-07,2.222619186744077e-06,0.010585050379295656,0.1328893586505508,0.4527075352502372,0.0340223995285755,0.08112559841664017,0.012834825069305273,0.00026916745933274437,0.0010875371761882781
Goldex (Ag),0.0327299881900439,0.0111320794041507,1.5672937539874166e-19,0.0011262348170168349,0.009173720713422095,0.00241358502707369,1.104759442445355e-05,3.085296027705697e-11,0.010958644647404557,0.0027390233774328334,0.010722054391040398,0.0011638987481614287,1.2095758803533474e-08,2.8843379932746382e-08,0.0001373643444355553,0.0017245321439477716,0.005874877471898625,0.00044151558175513806,0.0010527833428948137,0.0001665601388275829,3.493040928967255e-06,1.4113190411455104e-05
Goldex (Zn),0.00012560208954183325,4.271961318317137e-05,6.014526159171263e-22,4.321952252276672e-06,3.5204366216419796e-05,9.262188701660257e-06,4.2395400091915686e-08,1.1839894953326423e-13,4.2054052639935265e-05,1.051106580660877e-05,4.114613265173953e-05,4.466488467458402e-06,4.6417755060025514e-11,1.1068713989024413e-10,5.271388610662164e-07,6.61793216304152e-06,2.254497868581132e-05,1.6943262892370652e-06,4.040080511397311e-06,6.391783889105155e-07,1.3404625442543698e-08,5.415969581626338e-08
Hemlo (Au),29.559011670361077,11.352800108228566,3.1055456962251314e-18,0.9170962325907437,6.131827459726848,8.295317137841145,0.004039797976125162,3.4514660497475055e-09,0.7756274427043148,7.560551181996346,10.335819255898857,1.121975087333681,1.613429473277544e-06,1.386579271999918e-06,0.06487101117770033,2.8950122927765687,3.5184202086515945,0.0588998093395166,0.050610142975013435,0.002625660279904889,8.219653863058622e-05,0.0013492839674795868
Kiena (Au),1.6798156087314,0.5790801342669953,6.726414797421602e-18,0.05788980016687474,0.44252174375480746,0.15214861949913722,0.0005007517392327211,1.6676630425971839e-09,0.5821476489843717,0.19718287215165511,0.5570194799533654,0.06046552842560705,5.52645736040127e-07,1.261908341001253e-06,0.006376259761069812,0.09762036958437408,0.28452695608560086,0.020172523503971727,0.046059653375439255,0.00901649864738006,0.0001879213379374929,0.0006099415398892702
Kiena (Ag),0.02179930785353982,0.007514840345740483,8.729004969302622e-20,0.0007512476782576406,0.005742694429346238,0.0019744634668811285,6.498356910094652e-06,2.1641601568781114e-11,0.007554648126555426,0.0025588821016047612,0.007228554762684137,0.0007846734256326567,7.171795840259904e-09,1.6376040586930116e-08,8.274601644033683e-05,0.0012668393299577103,0.003692364025345885,0.0002617829302184471,0.0005977254675229836,0.0001170089318690594,2.438693320950286e-06,7.915335123091977e-06
Lamaque (Au),0.32699262851900485,0.1194658563093662,2.764326880166842e-19,0.01119999812313496,0.08326550620102692,0.08687075677558709,4.50252108634043e-05,7.39817610339244e-10,0.24145502794501097,0.07232157753847943,0.11352891875717618,0.012323806057578789,7.845826700351543e-08,9.276895170889285e-08,0.0005929093275096828,0.025438005978655188,0.03570118333034418,0.002863875518895421,0.003386066666728788,0.004136465908375352,8.412179822494276e-05,2.725203262619798e-05
Lamaque (Ag),0.004243449463693864,0.0015503325753663212,3.587322917768247e-21,0.00014534464042930258,0.001080553316611704,0.001127339384950367,5.843012675120616e-07,9.600762806369202e-12,0.0031334107477138033,0.0009385317328207317,0.0014732877359902486,0.00015992852327068713,1.018168803076126e-09,1.2038814540420013e-09,7.694304226829453e-06,0.0003301141472709061,0.0004633014743692839,3.7165091973060184e-05,4.3941672155748214e-05,5.367975497947793e-05,1.091665594994375e-06,3.536551401261259e-07
LaRonde (Au),1.0705015428832398,0.36934480867654673,3.3917883348143362e-18,0.038100654505409004,0.2928050806178777,0.14914303274111998,0.0002595782173858259,2.296943829075576e-09,0.7702360173402766,0.15336446507154258,0.359883885116312,0.03906611409151374,3.8565397114713764e-07,7.172502564949548e-07,0.0031988309847706072,0.061905963921140984,0.15634556503142816,0.01407697793740719,0.026179633762349937,0.012921048587136753,0.00026432378900634123,0.0002989942328773269
LaRonde (Ag),0.01389211503738083,0.004793062289958427,4.401592353085583e-20,0.0004944398979194154,0.0037997907521931835,0.0019354593090359128,3.3685990608813596e-06,2.980790369668489e-11,0.009995508271361146,0.0019902416660758197,0.004670285963593054,0.0005069688636787589,5.004709538321641e-09,9.30790164851586e-09,4.151187714668798e-05,0.0008033662196331532,0.002028928029891362,0.00018267978816490253,0.00033973840238819326,0.00016767905534892697,3.4301831594580273e-06,3.880108671773709e-06
LaRonde (Cu),0.0001426146639797887,4.9204960239517856e-05,4.518617926862686e-22,5.075856331128699e-06,3.9008162516568525e-05,1.9869176396550916e-05,3.4581603522361494e-08,3.0600411085681224e-13,0.00010261260397393792,2.0431565019708905e-05,4.794455432882136e-05,5.204477074240801e-06,5.137770374586355e-11,9.55537185065353e-11,4.2615557659089626e-07,8.247254167103257e-06,2.082871364707039e-05,1.8753671846136182e-06,3.487710645593001e-06,1.7213716476437771e-06,3.5213819765962595e-08,3.983269497968029e-08
LaRonde (Zn),5.331131562067157e-05,1.8393488353554117e-05,1.6891213116668726e-22,1.897424655484798e-06,1.4581785664170893e-05,7.42737022946489e-06,1.2927077275643512e-08,1.1438853145016063e-13,3.8357998023818806e-05,7.637598959211757e-06,1.7922331380503115e-05,1.945504846015518e-06,1.920568986117355e-11,3.571928963672928e-11,1.5930279410266018e-07,3.082936590492003e-06,7.786058588035602e-06,7.010379580539222e-07,1.303754041874573e-06,6.434723195702e-07,1.3163408560769012e-08,1.4890007283184166e-08
Macassa (Au),10.09072727221109,3.4070604993626974,5.2517757424873686e-17,0.3340622438046386,3.33393684786301,0.6046424431269071,0.003695875682143971,7.378943607939881e-08,0.756732936888288,0.511749071891892,3.2701810059687646,0.354983982403868,5.189404874506167e-06,9.808456227610342e-06,0.046872618371942995,0.5164623227869811,1.9110970112680785,0.18942304497050286,0.3580086436529737,0.007365960923853312,0.0003373352807115558,0.004887479894573964
Meliadine (Au),2.294049721603613,0.8239498548882243,7.32231097241127e-18,0.07416884665576265,0.5746622084815342,0.34542460343087966,0.0006398025833927127,2.8547253460942343e-10,0.119683284788877,0.3238016104956153,0.7678823848917082,0.08335510545916096,5.19286101663243e-07,1.3051796391305678e-06,0.008489280390905251,0.16542371808667886,0.373963425873503,0.018955105967594487,0.04763905572916137,0.0005527441473713505,1.7724086777883668e-05,0.0007036428568115946
Meliadine (Ag),0.029770349259570828,0.010692564668866611,9.502311430054003e-20,0.0009625041888748288,0.00745750818134984,0.004482645362208339,8.302847973614377e-06,3.704635067001696e-12,0.0015531542771980422,0.004202039376954835,0.009964965712330022,0.001081716138032495,6.738881082440648e-09,1.6937580864528837e-08,0.00011016711487539681,0.0021467372167959793,0.004852999307900811,0.00024598425532984693,0.0006182216872919996,7.173072955408709e-06,2.3000907037746787e-07,9.131316067671843e-06
Musselwhite (Au),1.7800039820742335,0.5954069543265108,4.390157188076252e-18,0.06261309180579848,0.9306709132587073,0.21392006189816426,0.00045060474937429467,7.20043305266025e-08,0.14013319568579685,0.16877173972908813,0.6065986986634894,0.06584759106939782,2.0643595197468576e-06,1.2495788310062535e-06,0.006781060893835697,0.10832410421714575,0.2340082929946718,0.0753533124088429,0.04560962604617489,0.004234026860726321,0.0002341885498906357,0.0003519382776179833
New Afton (Au),1.2306306348881597,0.4049079096417032,2.4355952182100202e-18,0.03336856445390887,0.43357554049253516,0.148468844888806,0.0005426466804750788,2.6567681198864586e-10,0.07548163824479698,0.10313574333346474,0.4235409431451721,0.04597602809253128,4.5770968228874315e-07,6.838613977138302e-07,0.006219786410388733,0.07465519431092615,0.15933129545823382,0.016707119734065246,0.02496094056643962,0.0017952374627459135,8.03924183408406e-05,0.00029743262320527095
New Afton (Cu),0.00016394742713534612,5.394275765611413e-05,3.2447555444181017e-22,4.445436440868409e-06,5.776192504207647e-05,1.977935955199346e-05,7.229263144843856e-08,3.5394072368467854e-14,1.005583635474352e-05,1.3739979832069309e-05,5.642509296812797e-05,6.1250315970916e-06,6.097713044948738e-11,9.110557786579097e-11,8.286141467825787e-07,9.945735777721262e-06,2.1226479358994413e-05,2.2257606925962363e-06,3.325353532136e-06,2.391656387795822e-07,1.0710061734245447e-08,3.962465335719128e-08
Rainy River (Au),11.540638189764227,3.794268033616765,3.774342184047483e-17,0.36254788264805904,5.243192134061888,0.8611183312838111,0.003808511237953528,2.916259820725054e-07,0.85832046081772,0.8108576950674888,3.8600518249986315,0.419015635239412,1.0397593120288963e-05,9.581208487140951e-06,0.05158425051828986,0.5938639842953634,1.7858615672092946,0.37953197553704626,0.34971410113664503,0.019170286684426222,0.0010011461948428867,0.0038551688194746092
Red Chris (Au),27.79101602275141,9.32515474367505,9.23067407950734e-18,0.726130897514446,5.913640350496329,4.356898356753139,0.002800222706945157,8.686309155041854e-09,2.0337427975685864,3.4956915241740756,9.518119840698112,1.033213245994425,5.227300480230045e-06,7.803400092549414e-06,0.0450772760896968,1.7715722849494449,2.5631244129349935,0.19080861090538168,0.28482409693789473,0.08262748863757446,0.004221939717466005,0.0031436630043282085
Red Chris (Cu),0.0037023827746781117,0.0012423184606773809,1.2297315533119803e-21,9.67368203130738e-05,0.0007878287056329182,0.0005804359685293666,3.7305207821046343e-07,1.1572099986579157e-12,0.0002709398729870902,0.0004657040223291066,0.0012680257141173751,0.00013764703386961433,6.963929418831759e-10,1.0395868337715404e-09,6.005297892791941e-06,0.00023601291413387191,0.0003414653009927649,2.5419960147221168e-05,3.79449185746884e-05,1.100782329388755e-05,5.62456479528969e-07,4.1880598452923907e-07
Red Lake (Au),2.553195839575693,0.8216146193435051,8.296801910912577e-19,0.07857507591263733,1.952589647181832,0.4525975354260856,0.0002142610823834578,2.0020424356215387e-07,0.23820262919044252,0.2136763218476398,0.8656744111411208,0.09397087883969578,5.063999770383226e-06,1.959504464475139e-06,0.004849596751058036,0.12779466360906164,0.25449512438643107,0.18484635987781423,0.0715219107087531,0.011101696067481188,0.0006335497967600542,0.00036613585271892224
Westwood-Doyon (Au),3.260390234554359,1.1047922854100396,1.3646783201848286e-17,0.21184827202986,0.9352381439828781,0.2686344991369168,0.0013222174636324541,3.1020739811861916e-09,1.0280983918619364,0.3005705089602203,1.089455769045054,0.11826255617046376,1.0874410412687624e-06,2.4234893852199953e-06,0.0176916401104246,0.18403471604708413,0.8008971857918856,0.039693630750672136,0.08845736048931399,0.015844771525101962,0.00033029156508818265,0.001207264129510909
Westwood-Doyon (Ag),0.042310744888655966,0.014337113405506481,1.770970724684037e-19,0.002749197884449773,0.01213677496356373,0.003486124337436222,1.7158684091577467e-05,4.0256242270518654e-11,0.013341841049736498,0.003900564354380472,0.01413808831799608,0.0015347171600325821,1.4111942821501927e-08,3.145011310635307e-08,0.00022958799998197527,0.002388255802569148,0.010393404921691088,0.0005151122923204659,0.0011479291015032962,0.00020562080863924985,4.2862605265834466e-06,1.5666911401677285e-05
Young-Davidson (Au),3.4743531372840115,1.128943687067847,8.581824906101692e-18,0.10639443488132592,1.764495056055859,0.3200890786281815,0.0014539309730944117,1.3147951144106187e-07,0.25860951071190397,0.21194755394280404,1.1752701626170279,0.1275780859357427,3.84449833828744e-06,2.5544762614849366e-06,0.021105817174277855,0.16637771876111343,0.4509519243715989,0.1403321969860067,0.09323838097217477,0.007864628922675341,0.00043217045090697577,0.000908673675509395
Meadowbank complex (Au),4.179726883391589,1.485211075991025,1.5308822896115985e-17,0.1361045501922754,1.0751157025163598,0.5465954703408508,0.0012552081756513306,5.267559969899824e-10,0.23444380715126023,0.5170142049298929,1.3897758382661187,0.15086278858586075,1.0550179130589238e-06,2.707992389126788e-06,0.01640854300524657,0.28568749922860565,0.7092742504622445,0.03851039041195478,0.09884171990698279,0.0011035327215757756,3.5419254704858354e-05,0.0014469488703131262
Meadowbank complex (Ag),0.05424116315095949,0.0192738852526107,1.9866569687831767e-19,0.001766256340532628,0.013951994415746361,0.007093280297199728,1.6289090903847203e-05,6.835819360846817e-12,0.0030424248032570674,0.006709398211209194,0.0180354028192684,0.0019577769937191656,1.3691181265371003e-08,3.514216599070092e-08,0.00021293698847490696,0.00370742460899539,0.00920439572295104,0.0004997571408068807,0.001282689028863043,1.4320767780791483e-05,4.596428466987232e-07,1.877734871354771e-05
Porcupine complex (Au),2.181453875716338,0.730385482957871,4.670302770881332e-18,0.07266089605527849,1.034089322722161,0.27890363290230613,0.0006105202324194967,7.054869998953348e-08,0.14969768499452085,0.21468656890567478,0.7414779392722065,0.08048900160425443,2.075288446745702e-06,1.3873433808164672e-06,0.00900738929336436,0.13089086351390053,0.29551092110446764,0.07575244302238868,0.050638032010136794,0.0042468575465529025,0.00023301541533407816,0.0005028577379522951
Timmins Operation (Au),3.5868314545727733,1.1935456554558297,9.471179750869337e-18,0.11536507613383903,1.8400938443684562,0.4147261879207811,0.0007898733333681986,1.402192845032681e-07,0.2877941815198996,0.3011048550649678,1.1933457294981626,0.1295400881468079,4.1215952054221205e-06,2.9242548608652724e-06,0.011596137072712707,0.1911892297959308,0.5206251294841654,0.15044653390382845,0.10673529951800749,0.008349936404725953,0.00046189376227150016,0.0010694858399810468
Timmins Operation (Ag),0.046547039289973995,0.015488883995105797,1.2290941904285457e-19,0.00149711599330451,0.023879271528941794,0.005381985710468348,1.0250346298646217e-05,1.8196541748453436e-09,0.0037347635216904407,0.00390749870362785,0.015486289572780164,0.001681067997929396,5.348677880689107e-08,3.7948648869575675e-08,0.00015048542161670426,0.0024811013741608103,0.00675625786773709,0.0019523752528125384,0.001385125646059235,0.00010835882255370968,5.994089283911357e-06,1.3878934602067766e-05
Seabee Gold Operation (Au),14.554698465491377,4.331971298112592,1.768237755960734e-18,1.2413640837424769,0.6467681650621225,0.7879142765734819,0.0002827550121934549,4.0364397903890036e-10,0.0893980225184064,0.3323865853928569,5.252289647169303,0.5701491230724475,4.4043051793573175e-07,5.862432961468354e-07,0.011195613514009954,0.49060367339521194,2.121324433317888,0.0160772153887975,0.021397879967501497,0.0027022901513505462,7.810576313920382e-05,0.004899363532828189
Snow Lake (Au),1.130926454329897,0.35771156660370357,3.556764586686933e-19,0.02073999590926796,0.16313945073998742,0.07880888090707272,5.1394792440419995e-05,3.06147905436574e-10,0.11047807856799229,0.07545211387707346,0.3915333836107539,0.042501892216302774,1.0632117220456299e-07,2.634470263113852e-07,0.0011954961445039126,0.04217451955127192,0.0811066808444596,0.003881131129239087,0.009615816189867966,0.006984083070421824,0.00018347560124065427,0.00017476776703701609
Snow Lake (Ag),0.014676261357173998,0.004642095359626389,4.615685426763369e-21,0.0002691471229816219,0.0021170936561628307,0.0010227187983620925,6.669606226417273e-07,3.972943294608109e-12,0.0014336963699684636,0.0009791573510619996,0.005081007917088837,0.0005515556524216592,1.3797513602169566e-09,3.4188053489665787e-09,1.551419534434025e-05,0.000547307274145111,0.0010525378060074234,5.03662238076535e-05,0.00012478639172697792,9.06338584294293e-05,2.3809999824581846e-06,2.2679966595953943e-06
Snow Lake (Cu),0.00015066461440471822,4.765515474398856e-05,4.738403244886903e-23,2.7630297795169054e-06,2.173381148591438e-05,1.0499099575995511e-05,6.846931964988664e-09,4.078572574287532e-14,1.4718142903392348e-05,1.0051903410237056e-05,5.2160974782526746e-05,5.6621994979316456e-06,1.416435025209627e-11,3.509701676463189e-11,1.592667355492999e-07,5.618586109275535e-06,1.080521787986207e-05,5.170531846948533e-07,1.2810410758727573e-06,9.30435559715357e-07,2.4443040269040662e-08,2.3282962589934094e-08
Snow Lake (Zn),5.632049442457483e-05,1.7814148997103774e-05,1.7712800415813665e-23,1.032858356680179e-06,8.124396214983173e-06,3.924707333248897e-06,2.559476975929817e-09,1.524626224646152e-14,5.501843128770221e-06,3.7575392440298635e-06,1.9498486101909798e-05,2.116607649242737e-06,5.294827935325856e-12,1.311974497082101e-11,5.953608642027962e-08,2.1003044424355306e-06,4.0391383553243724e-06,1.9328155528815108e-07,4.788706779641003e-07,3.4780953611816046e-07,9.137142716540654e-09,8.70348987429751e-09
