site_id,activity_name,functional_unit,Amount,Activity,Product,Unit,Location,Database
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Au, usable ore",1.0278874646187055,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Au, usable ore",1.0278874646187055,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Ag, usable ore",0.013339103755626509,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Ag, usable ore",0.013339103755626509,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Au, usable ore",0.07674134421596475,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Au, usable ore",0.07674134421596475,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Ag, usable ore",0.000995887962523921,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Ag, usable ore",0.000995887962523921,consumption market for light fuel oil,light fuel oil,kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Au, usable ore",0.18634942317729322,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-aeafbb59,"Au and Ag, Open-pit mining and beneficiation at Detour Lake","Ag, usable ore",0.002418294196714566,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River","Au, usable ore",1.0610640218841381e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River","Au, usable ore",1.2857697007226915e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River","Au, usable ore",0.00017318389433583533,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River","Au, usable ore",1.2236987354560696e-06,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-cb85213a,"Au, Underground mining and beneficiation at Eagle River","Au, usable ore",5.598170931648002e-06,consumption market for propane,propane,kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,"Au and Ag, Underground mining and beneficiation at Éléonore","Au, usable ore",0.0696047065650076,consumption market for kerosene,kerosene,kilogram,CA,Regioinvent
