main_id,facility_group_id,facility_name,facility_group_name,province,facility_type,mining_processing_type,commodities,ore_processed_t,Au_t,Ag_t,Cu_t,Ni_t,Co_t,Mo_t,Zn_t,Pb_t,Fe_t,Pt_t,Pd_t,U_t,Nb_t,Au_$,Ag_$,Cu_$,Ni_$,Co_$,Mo_$,Zn_$,Pb_$,Fe_$,Pt_$,U_$,N_$,Sum,%Au,%Cu,Main_product,facility_type.1,mining_processing_type.1,activity_name,site_id
ON-MAIN-52224e1e,GRP-dc07540b,Creighton,Sudbury Operation,Ontario,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",433000.0,,,9396.0,11344.0,,,,,,,,,,0.0,0.0,64832.4,176852.96,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,241685.36,0.0,0.2682512503032869,Ni+Cu,mining,Underground,"Cu and Ni, Underground mining at Creighton",ON-MAIN-52224e1e
ON-MAIN-aeafbb59,,Detour Lake,,Ontario,mining,"Open-pit, concentrator",Gold,25434853.5024164,21.070941661,2.4571765,,,,,,,,,,,,1091330.1260252972,1651.542040945,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1092981.6680662422,0.9984889572357906,0.0,Au (Ag),mining,"Open-pit, concentrator","Au and Ag, Open-pit mining and beneficiation at Detour Lake",ON-MAIN-aeafbb59
ON-MAIN-cb85213a,,Eagle River,,Ontario,mining,"Underground, concentrator",Gold,222627.0,222627.0,,,,,,,,,,,,,11530550265.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11530550265.645,1.0,0.0,Au,mining,"Underground, concentrator","Au, Underground mining and beneficiation at Eagle River",ON-MAIN-cb85213a
QC-MAIN-6dc537e6,,Éléonore,,Quebec,mining,"Underground, concentrator","Gold, silver",1661000.0,7.216012,0.368109922499999,,,,,,,,,,,,373739.88367762003,247.41772220992434,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,373987.30139983,0.9993384328257033,0.0,Au (Ag),mining,"Underground, concentrator","Au and Ag, Underground mining and beneficiation at Éléonore",QC-MAIN-6dc537e6
BC-MAIN-4724f4ba,,Elk,,British Columbia,mining,Open-pit,Gold,33245.0,0.121801306,,,,,,,,,,,,,6308.47148483431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6308.47148483431,1.0,0.0,Au,mining,Open-pit,"Au, Open-pit mining at Elk",BC-MAIN-4724f4ba
ON-MAIN-4e0734b5,,Fox Complex,,Ontario,mining,"Open-pit, underground, concentrator",Gold,457000.0,1.3809954,0.0435449,,,,,,,,,,,,71526.081186579,29.267833637,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,71555.349020216,0.9995909762996372,0.0,Au,mining,"Open-pit, underground, concentrator","Au and Ag, Open-pit and underground mining and beneficiation at Fox Complex",ON-MAIN-4e0734b5
ON-MAIN-206041d1,GRP-de097f20,Fraser,Integrated Nickel Operations,Ontario,mining,Underground,"Nickel, copper, platinum group metals, gold, cobalt, silver",553033.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,mining,Underground,,ON-MAIN-206041d1
ON-MAIN-48fe2205,GRP-dc07540b,Garson,Sudbury Operation,Ontario,mining,Underground,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",616000.0,,,7453.0,7946.0,,,,,,,,,,0.0,0.0,51425.700000000004,123878.14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,175303.84,0.0,0.29335181705089863,Ni+Cu,mining,Underground,"Cu and Ni, Underground mining at Garson",ON-MAIN-48fe2205
BC-MAIN-6b4800fe,,Gibraltar,,British Columbia,mining,"Open-pit, concentrator","Copper, molybdenum, silver",30000000.0,,,55610.3792,,,545.217584,,,,,,,,0.0,0.0,383711.61648,0.0,0.0,15942.162156159999,0.0,0.0,0,0.0,0.0,0.0,399653.77863616,0.0,0.960110067742726,Cu (Mo),mining,"Open-pit, concentrator","Cu and Mo, Open-pit mining and beneficiation at Gibraltar",BC-MAIN-6b4800fe
QC-MAIN-c0660aec,,Goldex,,Quebec,mining,"Underground, concentrator","Gold, silver",2886927.328724,4.38505127595036,,39.036758,,,,,,,,,,,227115.55271721925,0.0,269.3536302,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,227384.90634741925,0.9988154287172059,0.0011845712827941936,"Au (Zn, Ag)",mining,"Underground, concentrator","Au and Cu, Underground mining and beneficiation at Goldex",QC-MAIN-c0660aec
