site_id,activity_name,functional_unit,Amount,Activity,Product,Unit,Location,Database
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,100.68952463412323,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,2.451234503314417,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,2.451234503314417,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.1051672917324617,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.22597420589576375,consumption market for propane,propane,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,3.444725656537152e-09,consumption market for acetylene,acetylene,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,0.0002322373270848105,consumption market for kerosene,kerosene,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,0.002618082231398815,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,1.0629430077414104e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,0.029270645969364933,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-BC,ecoinvent-3.10-cutoff regionalized
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,4.6644862533921425e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
BC-MAIN-8eb8be0d,Open-pit mining and beneficiation at Red Chris,Cu concentrate,0.0001430983922500838,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-7f050560,Underground mining and beneficiation at Red Lake,Doré,0.727535652145956,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-7f050560,Underground mining and beneficiation at Red Lake,Doré,69.41728017395373,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-7f050560,Underground mining and beneficiation at Red Lake,Doré,0.0312974034337211,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-7f050560,Underground mining and beneficiation at Red Lake,Doré,0.08887846549777093,consumption market for liquefied petroleum gas,liquefied petroleum gas,kilogram,CA,Regioinvent
ON-MAIN-7f050560,Underground mining and beneficiation at Red Lake,Doré,2.440158832194259,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,Doré,2.489061129608932,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,Doré,0.030816488174784575,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,Doré,43.63429141795733,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-SK,ecoinvent-3.10-cutoff regionalized
GRP-14bfbb82,Underground mining and beneficiation at Seabee Gold Operation,Doré,0.7039246690973956,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Cu concentrate,2.8680913055002363e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Zn concentrate,1.072131826663438e-05,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Doré,0.2152861451856521,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Cu concentrate,0.0006759542222388819,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-MB,ecoinvent-3.10-cutoff regionalized
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Zn concentrate,0.00025268094974522986,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-MB,ecoinvent-3.10-cutoff regionalized
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Doré,5.073882360324409,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-MB,ecoinvent-3.10-cutoff regionalized
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Cu concentrate,1.262570906393429e-07,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Zn concentrate,4.719663037113825e-08,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Doré,0.0009477174695928586,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Cu concentrate,3.322411803246502e-06,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Zn concentrate,1.2419630535163748e-06,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-a13779f8,Underground mining and beneficiation at Snow Lake,Doré,0.024938858413208625,consumption market for propane,propane,kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,0.0049075211317518835,consumption market for ammonium nitrate,ammonium nitrate,kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,2.1187402360770444,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,1.159265547344945,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,48.616029513103435,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,0.1298356191313336,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,0.01573100057258805,consumption market for diesel,diesel,kilogram,CA,Regioinvent
GRP-147b3123,Underground mining and beneficiation at Timmins Operation,Doré,1.073086494270694,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.16162742200794986,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,1.1686504745220783,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,35.47608118194576,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-QC,ecoinvent-3.10-cutoff regionalized
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.27961798247564384,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.018325743159793365,consumption market for diesel,diesel,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.44121503901309966,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.00017269987299564873,consumption market for propane,propane,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.5546002675885104,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.001880336381902516,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,45.42738428592711,"market for electricity, medium voltage","electricity, medium voltage",kilowatt hour,CA-ON,ecoinvent-3.10-cutoff regionalized
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.00814295317363303,consumption market for diesel,diesel,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.024050672713255238,consumption market for naphtha,naphtha,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,1.071669830708478,"consumption market for natural gas, high pressure","natural gas, high pressure",cubic meter,CA,Regioinvent
ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,Doré,0.436231202080574,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-cb85213a,Underground mining and beneficiation at Eagle River,Doré,0.436231202080574,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,3.53719524476698,"consumption market for cement, unspecified","cement, unspecified",kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.3928077673912158,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.3928077673912158,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.28802543291391824,consumption market for lime,lime,kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.04328839543388816,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.005185265400775208,"consumption market for nitric acid, without water, in 50% solution state","nitric acid, without water, in 50% solution state",kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.10838749803866962,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,1.75847215225198e-05,consumption market for sulfuric acid,sulfuric acid,kilogram,CA,Regioinvent
QC-MAIN-6dc537e6,Underground mining and beneficiation at Éléonore,Doré,0.031173754598399318,consumption market for synthetic rubber,synthetic rubber,kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.11660729426492032,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.11660729426492032,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,Doré,0.058747248807126215,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.4146937265362106,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-9de9bb0d,Open-pit mining and beneficiation at Kiena,Doré,0.4146937265362106,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,1.6484832896619352,"consumption market for cement, unspecified","cement, unspecified",kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.12709351752125075,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.12709351752125075,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.01191481487435319,"consumption market for hydrochloric acid, without water, in 30% solution state","hydrochloric acid, without water, in 30% solution state",kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.1617537468987949,consumption market for lime,lime,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.05183691553112101,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.06826722608923969,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
ON-MAIN-fefeaee4,Underground mining and beneficiation at Musselwhite,Doré,0.01762774759280182,consumption market for synthetic rubber,synthetic rubber,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,1.36742527327854e-05,"consumption market for steel, low-alloyed","steel, low-alloyed, hot rolled",kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,2.4976441216006e-06,"consumption market for steel, low-alloyed","steel, low-alloyed, hot rolled",kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,5.302261263732999e-07,consumption market for sodium bicarbonate,sodium bicarbonate,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,2.6790372700967002e-06,consumption market for polyacrylamide,polyacrylamide,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,3.80088412694975e-05,consumption market for lime,lime,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,7.674325513296999e-07,consumption market for dipropylene glycol monomethyl ether,dipropylene glycol monomethyl ether,kilogram,CA,Regioinvent
BC-MAIN-aa76f6f2,Underground mining and beneficiation at New Afton,Cu concentrate,8.1347850440958e-06,"consumption market for steel, low-alloyed","steel, low-alloyed, hot rolled",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,1.5242459728128543,"consumption market for cement, unspecified","cement, unspecified",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.234153410882525,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.234153410882525,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.0003251898438340479,"consumption market for hydrochloric acid, without water, in 30% solution state","hydrochloric acid, without water, in 30% solution state",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.5267750698350793,consumption market for lime,lime,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.06605010299360325,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,3.20227379802668e-05,"consumption market for nitric acid, without water, in 50% solution state","nitric acid, without water, in 50% solution state",kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.08901182033681591,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,1.1148881340338e-06,consumption market for sulfuric acid,sulfuric acid,kilogram,CA,Regioinvent
GRP-0d911886,Open-pit and underground mining at Porcupine complex,Doré,0.0759800601455887,consumption market for synthetic rubber,synthetic rubber,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.7421710838892709,"consumption market for steel, low-alloyed","steel, low-alloyed, hot rolled",kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.35008578392017614,"consumption market for steel, low-alloyed","steel, low-alloyed, hot rolled",kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.028713222951865628,consumption market for sodium bicarbonate,sodium bicarbonate,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.06533989279831307,"consumption market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.2818142196048487,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.018513859516596946,consumption market for polyacrylamide,polyacrylamide,kilogram,CA,Regioinvent
ON-MAIN-0aadf28f,Open-pit and underground mining and beneficiation at Rainy River,Doré,0.7935007904417245,consumption market for lime,lime,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.008596057678416145,consumption market for sodium bicarbonate,sodium bicarbonate,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.014666719880687433,"consumption market for activated carbon, granular","activated carbon, granular",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.021028773868667743,"consumption market for sodium hydroxide, without water, in 50% solution state","sodium hydroxide, without water, in 50% solution state",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.0003642397321362773,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.09696061669467705,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.36020881243396924,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.36020881243396924,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.011218583749797345,consumption market for polyacrylamide,polyacrylamide,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.001092719196408832,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.04861386291578848,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,1.230960316078954,consumption market for lime,lime,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.004589420624917093,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.13088347708096898,"consumption market for sulfur dioxide, liquid","sulfur dioxide, liquid",kilogram,CA,Regioinvent
QC-MAIN-02884fb5,Underground mining and beneficiation at Westwood-Doyon,Doré,0.001966894553535897,consumption market for lubricating oil,lubricating oil,kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.4424866952936639,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.4424866952936639,"consumption market for explosive, tovex","explosive, tovex",kilogram,CA,Regioinvent
ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,Doré,0.3328991075152216,consumption market for sodium cyanide,sodium cyanide,kilogram,CA,Regioinvent
