main_id,facility_group_id,Amount,Unit,Flow Name,Compartments,Database
,GRP-147b3123,4.765501905972046e-08,kilogram,"Phosphorus, CA-ON","('air',)",biosphere3_spatialized_flows
,GRP-147b3123,4.765501905972046e-08,kilogram,"Phosphorus, CA-ON","('air',)",biosphere3_spatialized_flows
,GRP-147b3123,4.765501905972046e-08,kilogram,"Phosphorus, CA-ON","('air',)",biosphere3_spatialized_flows
,GRP-147b3123,4.765501905972046e-08,kilogram,Phosphorus,"('water',)",biosphere3
,GRP-147b3123,4.765501905972046e-08,kilogram,Phosphorus,"('water',)",biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,Thallium I,"('air',)",biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,Thallium I,"('air',)",biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,Thallium I,"('air',)",biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,"('soil',)",emission,biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,Thallium I,"('water',)",biosphere3
,GRP-147b3123,1.5581321473951717e-11,kilogram,Thallium I,"('water',)",biosphere3
,GRP-147b3123,5.302414231257942e-09,kilogram,Vanadium V,"('air',)",biosphere3
,GRP-147b3123,5.302414231257942e-09,kilogram,Vanadium V,"('air',)",biosphere3
,GRP-147b3123,5.302414231257942e-09,kilogram,Vanadium V,"('air',)",biosphere3
,GRP-147b3123,5.302414231257942e-09,kilogram,Vanadium V,"('water',)",biosphere3
,GRP-147b3123,5.302414231257942e-09,kilogram,Vanadium V,"('water',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('soil', 'industrial')",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('soil', 'industrial')",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('water',)",biosphere3
,GRP-147b3123,1.2498792884371028e-11,kilogram,Arsenic ion,"('water',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('soil', 'industrial')",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('soil', 'industrial')",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('water',)",biosphere3
,GRP-147b3123,0.0,kilogram,Arsenic ion,"('water',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('soil', 'industrial')",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('soil', 'industrial')",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('water',)",biosphere3
,GRP-147b3123,1.778907242693774e-14,kilogram,Cadmium II,"('water',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('air',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('soil', 'industrial')",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('soil', 'industrial')",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('water',)",biosphere3
,GRP-147b3123,0.0,kilogram,Cadmium II,"('water',)",biosphere3
,GRP-147b3123,1.2706480304955526e-12,kilogram,Chromium III,"('air',)",biosphere3
,GRP-147b3123,1.2706480304955526e-12,kilogram,Chromium III,"('air',)",biosphere3
,GRP-147b3123,1.2706480304955526e-12,kilogram,Chromium III,"('air',)",biosphere3
