env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,substance_name,site_id,activity_name,mining_processing_type,archetypes,ore_processed_t,value_normalized,functional_unit,allocation_factor,normalization_key
npri-25188-2023-56,2023,Water,NA - 02,Emission,Direct Discharge,kg,2.2264,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,1.2844936508028084e-07,Ore processed,1,ore
npri-25188-2023-57,2023,Water,NA - 03,Emission,Direct Discharge,kg,0.6735,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,3.885674064928546e-08,Ore processed,1,ore
npri-25188-2023-58,2023,Water,NA - 04,Emission,Direct Discharge,tonnes,0.0037,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.1346687513341681e-10,Ore processed,1,ore
npri-25188-2023-59,2023,Water,NA - 05,Emission,Direct Discharge,kg,112.7972,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,6.507693461567308e-06,Ore processed,1,ore
npri-25188-2023-60,2023,Water,NA - 06,Emission,Direct Discharge,tonnes,0.0844,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,4.869352503043346e-09,Ore processed,1,ore
npri-25188-2023-61,2023,Water,NA - 07,Emission,Direct Discharge,tonnes,0.0986,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cyanides (ionic),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,5.688603753555377e-09,Ore processed,1,ore
npri-25188-2023-62,2023,Water,NA - 08,Emission,Direct Discharge,kg,0.887,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,5.117435628198397e-08,Ore processed,1,ore
npri-25188-2023-63,2023,Water,NA - 09,Emission,Direct Discharge,tonnes,2.3686,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,1.3665341633540837e-07,Ore processed,1,ore
npri-25188-2023-64,2023,Water,NA - 10,Emission,Direct Discharge,tonnes,4.510000000000001e-05,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Mercury (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.601988126626243e-12,Ore processed,1,ore
npri-25188-2023-65,2023,Water,NA - 11,Emission,Direct Discharge,tonnes,0.3669,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.11678368882299e-08,Ore processed,1,ore
npri-25188-2023-66,2023,Water,NA - 12,Emission,Direct Discharge,kg,6.107,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Selenium (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,3.5233573147020987e-07,Ore processed,1,ore
npri-25188-2023-67,2023,Water,NA - 37,Emission,Direct Discharge,kg,0.7468,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Thallium (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,4.3085692526928556e-08,Ore processed,1,ore
npri-25188-2023-68,2023,Water,NA - 40,Emission,Direct Discharge,tonnes,0.0039,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Vanadium (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.250056251406285e-10,Ore processed,1,ore
npri-25188-2023-69,2023,Water,NA - 14,Emission,Direct Discharge,tonnes,0.0516,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.9769975018606232e-09,Ore processed,1,ore
npri-29389-2023-74,2023,Water,NA - 02,Emission,Direct Discharge,kg,2.552407,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.3306656490157409e-06,Ore processed,1,ore
npri-29389-2023-75,2023,Water,NA - 03,Emission,Direct Discharge,kg,0.006672,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,3.478364230404094e-09,Ore processed,1,ore
npri-29389-2023-76,2023,Water,NA - 05,Emission,Direct Discharge,kg,0.545431,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,2.843536691477121e-07,Ore processed,1,ore
npri-29389-2023-77,2023,Water,NA - 06,Emission,Direct Discharge,tonnes,0.00126,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,6.568853312813488e-10,Ore processed,1,ore
npri-29389-2023-78,2023,Water,NA - 07,Emission,Direct Discharge,tonnes,0.000593,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cyanides (ionic),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,3.0915317575384106e-10,Ore processed,1,ore
npri-29389-2023-79,2023,Water,NA - 08,Emission,Direct Discharge,kg,0.063545,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,3.312839553672484e-08,Ore processed,1,ore
npri-29389-2023-80,2023,Water,NA - 09,Emission,Direct Discharge,tonnes,0.025815,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.3458329227800013e-08,Ore processed,1,ore
npri-29389-2023-81,2023,Water,NA - 11,Emission,Direct Discharge,tonnes,0.002478,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.2918744848533192e-09,Ore processed,1,ore
npri-29389-2023-82,2023,Water,NA - 22,Emission,Direct Discharge,tonnes,0.017517,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Phosphorus (total),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,9.132270117504274e-09,Ore processed,1,ore
npri-29389-2023-83,2023,Water,NA - 12,Emission,Direct Discharge,kg,0.381272,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Selenium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.9877141589547807e-07,Ore processed,1,ore
npri-29389-2023-84,2023,Water,NA - 37,Emission,Direct Discharge,kg,0.009532,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Thallium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,4.969389664899854e-09,Ore processed,1,ore
npri-29389-2023-85,2023,Water,NA - 14,Emission,Direct Discharge,tonnes,0.001631,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,8.503015677141903e-10,Ore processed,1,ore
npri-8757-2023-21,2023,Water,NA - 02,Emission,Direct Discharge,kg,0.5256,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.8206208198261477e-07,Ore processed,1,ore
npri-8757-2023-22,2023,Water,NA - 03,Emission,Direct Discharge,kg,0.0131,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,4.53769648777065e-09,Ore processed,1,ore
npri-8757-2023-23,2023,Water,NA - 04,Emission,Direct Discharge,tonnes,0.0023,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,7.966948031963737e-10,Ore processed,1,ore
npri-8757-2023-24,2023,Water,NA - 05,Emission,Direct Discharge,kg,0.3285,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.1378880123913424e-07,Ore processed,1,ore
npri-8757-2023-25,2023,Water,NA - 06,Emission,Direct Discharge,tonnes,0.0022,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,7.620558987095749e-10,Ore processed,1,ore
npri-8757-2023-26,2023,Water,NA - 08,Emission,Direct Discharge,kg,0.1117,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.869165631175432e-08,Ore processed,1,ore
npri-8757-2023-27,2023,Water,NA - 09,Emission,Direct Discharge,tonnes,0.087,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.0135846903515e-08,Ore processed,1,ore
npri-8757-2023-28,2023,Water,NA - 11,Emission,Direct Discharge,tonnes,0.0016,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,5.542224717887817e-10,Ore processed,1,ore
npri-8757-2023-29,2023,Water,NA - 14,Emission,Direct Discharge,tonnes,0.0034,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.177722752551161e-09,Ore processed,1,ore
npri-11454-2023-50,2023,Water,NA - 16,Emission,Direct Discharge,tonnes,10.24,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Ammonia (total),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,2.3325315256214012e-05,Ore processed,1,ore
npri-26132-2023-70,2023,Water,NA - 16,Emission,Direct Discharge,tonnes,1.829343,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Ammonia (total),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,6.356195711883788e-07,Ore processed,1,ore
npri-26132-2023-71,2023,Water,NA - 01,Emission,Direct Discharge,tonnes,0.0017,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Antimony (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,5.906783315213406e-10,Ore processed,1,ore
npri-11454-2023-51,2023,Water,NA - 02,Emission,Direct Discharge,kg,4.9773,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,1.1337606603979882e-05,Ore processed,1,ore
npri-26132-2023-72,2023,Water,NA - 02,Emission,Direct Discharge,kg,6.456504,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,2.243362947165213e-06,Ore processed,1,ore
npri-11454-2023-52,2023,Water,NA - 03,Emission,Direct Discharge,kg,0.0282,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,6.423573146730811e-08,Ore processed,1,ore
npri-26132-2023-73,2023,Water,NA - 03,Emission,Direct Discharge,kg,0.106532,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.701537883154792e-08,Ore processed,1,ore
npri-11454-2023-53,2023,Water,NA - 04,Emission,Direct Discharge,tonnes,0.0016,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.6445805087834393e-09,Ore processed,1,ore
npri-26132-2023-74,2023,Water,NA - 04,Emission,Direct Discharge,tonnes,0.00226,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,7.852547230813117e-10,Ore processed,1,ore
npri-11454-2023-54,2023,Water,NA - 05,Emission,Direct Discharge,kg,14.5471,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.313629819957723e-05,Ore processed,1,ore
npri-26132-2023-75,2023,Water,NA - 05,Emission,Direct Discharge,kg,10.222798,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.5519913330115872e-06,Ore processed,1,ore
npri-11454-2023-55,2023,Water,NA - 06,Emission,Direct Discharge,tonnes,0.0212,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,4.8290691741380565e-08,Ore processed,1,ore
npri-26132-2023-76,2023,Water,NA - 06,Emission,Direct Discharge,tonnes,0.027978,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,9.721175505472982e-09,Ore processed,1,ore
npri-11454-2023-56,2023,Water,NA - 07,Emission,Direct Discharge,tonnes,0.0118,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cyanides (ionic),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,2.6878781252277863e-08,Ore processed,1,ore
npri-11454-2023-57,2023,Water,NA - 08,Emission,Direct Discharge,kg,0.173,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.940702675122093e-07,Ore processed,1,ore
npri-26132-2023-77,2023,Water,NA - 08,Emission,Direct Discharge,kg,0.333586,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,1.1590707170522232e-07,Ore processed,1,ore
npri-11454-2023-58,2023,Water,NA - 09,Emission,Direct Discharge,tonnes,0.1223,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,2.785826226401341e-07,Ore processed,1,ore
npri-11454-2023-59,2023,Water,NA - 10,Emission,Direct Discharge,tonnes,0.000173,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Mercury (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.9407026751220936e-10,Ore processed,1,ore
npri-26132-2023-78,2023,Water,NA - 10,Emission,Direct Discharge,tonnes,0.000172173,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Mercury (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,5.982285904295516e-11,Ore processed,1,ore
npri-11454-2023-60,2023,Water,NA - 11,Emission,Direct Discharge,tonnes,0.0155,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.530687367883956e-08,Ore processed,1,ore
npri-26132-2023-79,2023,Water,NA - 11,Emission,Direct Discharge,tonnes,0.010761,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.738993838530086e-09,Ore processed,1,ore
npri-11454-2023-61,2023,Water,NA - 17,Emission,Direct Discharge,tonnes,19.6176,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitrate ion in solution at pH >= 6.0,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,4.4686201618193744e-05,Ore processed,1,ore
npri-26132-2023-80,2023,Water,NA - 17,Emission,Direct Discharge,tonnes,95.663868,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitrate ion in solution at pH >= 6.0,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.323916113948104e-05,Ore processed,1,ore
npri-26132-2023-81,2023,Water,NA - 22,Emission,Direct Discharge,tonnes,0.215217,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Phosphorus (total),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,7.477883439707551e-08,Ore processed,1,ore
npri-11454-2023-62,2023,Water,NA - 12,Emission,Direct Discharge,kg,1.4547,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Selenium (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.313607041329543e-06,Ore processed,1,ore
npri-26132-2023-82,2023,Water,NA - 12,Emission,Direct Discharge,kg,8.71628,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Selenium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.028539839689901e-06,Ore processed,1,ore
npri-26132-2023-83,2023,Water,NA - 13,Emission,Direct Discharge,tonnes,0.000204,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Silver (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,7.088139978256088e-11,Ore processed,1,ore
npri-26132-2023-84,2023,Water,NA - 37,Emission,Direct Discharge,kg,0.161413,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Thallium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,5.608421266226716e-08,Ore processed,1,ore
npri-26132-2023-85,2023,Water,NA - 40,Emission,Direct Discharge,tonnes,0.001722,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Vanadium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,5.983224040469109e-10,Ore processed,1,ore
