env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,substance_name,site_id,activity_name,mining_processing_type,archetypes,ore_processed_t,value_normalized,functional_unit,allocation_factor,normalization_key
npri-1568-2023-1,2023,Air,NA - 16,Emission,Stack Emissions,tonnes,0.636,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Ammonia (total),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,1.4402565287100193e-06,Ore processed,1,ore
npri-1568-2023-2,2023,Air,NA - 02,Emission,Stack Emissions,kg,0.116,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.626882976892488e-07,Ore processed,1,ore
npri-1568-2023-3,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,76.208,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon monoxide,ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,0.00017257715336467476,Ore processed,1,ore
npri-1568-2023-4,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.00105,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.3777820049457863e-09,Ore processed,1,ore
npri-1568-2023-5,2023,Air,NA - 05,Emission,Stack Emissions,kg,0.18,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,4.0761977227642053e-07,Ore processed,1,ore
npri-1568-2023-6,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,0.00105,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.3777820049457863e-09,Ore processed,1,ore
npri-1568-2023-7,2023,Air,NA - 07,Emission,Stack Emissions,tonnes,0.098,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cyanides (ionic),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.2192632046160675e-07,Ore processed,1,ore
npri-1568-2023-8,2023,Air,NA - 08,Emission,Stack Emissions,kg,0.29,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,6.56720744223122e-07,Ore processed,1,ore
npri-1568-2023-9,2023,Air,NA - 09,Emission,Stack Emissions,tonnes,0.012,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.7174651485094705e-08,Ore processed,1,ore
npri-1568-2023-10,2023,Air,7697-37-2,Emission,Stack Emissions,tonnes,0.105,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitric acid,ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.3777820049457866e-07,Ore processed,1,ore
npri-1568-2023-11,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,140.902,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitrogen oxides (expressed as nitrogen dioxide),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,0.0003190802286294011,Ore processed,1,ore
npri-1568-2023-12,2023,Air,NA - 22,Emission,Stack Emissions,tonnes,0.001,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Phosphorus (total),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,2.2645542904245586e-09,Ore processed,1,ore
npri-1568-2023-13,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,21.207,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM10 - Particulate Matter <= 10 Micrometers,ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,4.8024402837033614e-05,Ore processed,1,ore
npri-1568-2023-14,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,21.207,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM2.5 - Particulate Matter <= 2.5 Micrometers,ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,4.8024402837033614e-05,Ore processed,1,ore
npri-1568-2023-15,2023,Air,NA - 37,Emission,Stack Emissions,kg,0.008,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Thallium (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,1.811643432339647e-08,Ore processed,1,ore
npri-1568-2023-16,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,21.207,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Total particulate matter,ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,4.8024402837033614e-05,Ore processed,1,ore
npri-1568-2023-17,2023,Air,NA - 40,Emission,Stack Emissions,tonnes,0.00158,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Vanadium (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,3.5779957788708026e-09,Ore processed,1,ore
npri-1568-2023-18,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,0.0008,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),ON-MAIN-1f126a43,Underground mining and beneficiation at Macassa,"Underground, concentrator",Free-miling,441588.0,1.811643432339647e-09,Ore processed,1,ore
npri-25188-2023-1,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,3.03,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon monoxide,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,1.7481206260925751e-07,Ore processed,1,ore
npri-25188-2023-2,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,9.03,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitrogen oxides (expressed as nitrogen dioxide),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,5.209745628256091e-07,Ore processed,1,ore
npri-25188-2023-3,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,1.73,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM10 - Particulate Matter <= 10 Micrometers,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,9.981018756238137e-08,Ore processed,1,ore
npri-25188-2023-4,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,0.61,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM2.5 - Particulate Matter <= 2.5 Micrometers,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,3.519318752199574e-08,Ore processed,1,ore
npri-25188-2023-5,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,7.86,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Total particulate matter,QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,4.5347287528342056e-07,Ore processed,1,ore
npri-25188-2023-6,2023,Air,NA - M16,Emission,Stack Emissions,tonnes,0.5,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Volatile Organic Compounds (Total),QC-MAIN-e7e6a960,Open-pit mining and beneficiation at Canadian Malartic,"Open-pit, concentrator",Hybrid free-miling-refactory,17332900.0,2.8846875018029298e-08,Ore processed,1,ore
npri-29389-2023-1,2023,Air,NA - 02,Emission,Stack Emissions,kg,0.950969,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,4.957758623835657e-07,Ore processed,1,ore
npri-29389-2023-2,2023,Air,NA - 03,Emission,Stack Emissions,kg,0.203747,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.0622096475601663e-07,Ore processed,1,ore
npri-29389-2023-3,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,434.002636,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon monoxide,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,0.00022626187724272904,Ore processed,1,ore
npri-29389-2023-4,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.000219,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.1417292662747251e-10,Ore processed,1,ore
npri-29389-2023-5,2023,Air,NA - 05,Emission,Stack Emissions,kg,0.002818,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.4691292567863815e-09,Ore processed,1,ore
npri-29389-2023-6,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,0.000968,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,5.046547624447187e-10,Ore processed,1,ore
npri-29389-2023-7,2023,Air,NA - D/F,Emission,Stack Emissions,g TEQ,0.001444,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Dioxins and furans - total,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,7.528114431510059e-10,Ore processed,1,ore
npri-29389-2023-8,2023,Air,7647-01-0,Emission,Stack Emissions,tonnes,2.18248,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Hydrochloric acid,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.1378088077896173e-06,Ore processed,1,ore
npri-29389-2023-9,2023,Air,NA - 08,Emission,Stack Emissions,kg,1.624417,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,8.468696025270274e-07,Ore processed,1,ore
npri-29389-2023-10,2023,Air,NA - 09,Emission,Stack Emissions,tonnes,0.000408,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,2.1270572631967481e-10,Ore processed,1,ore
npri-29389-2023-11,2023,Air,NA - 11,Emission,Stack Emissions,tonnes,0.000184,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,9.592611186965726e-11,Ore processed,1,ore
npri-29389-2023-12,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,1636.562586,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nitrogen oxides (expressed as nitrogen dioxide),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,0.0008532015527518022,Ore processed,1,ore
npri-29389-2023-13,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,26.086918,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM10 - Particulate Matter <= 10 Micrometers,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.3600090295666174e-05,Ore processed,1,ore
npri-29389-2023-14,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,24.895701,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,PM2.5 - Particulate Matter <= 2.5 Micrometers,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.2979064126084446e-05,Ore processed,1,ore
npri-29389-2023-15,2023,Air,NA - 12,Emission,Stack Emissions,kg,0.884657,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Selenium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,4.6120492580584454e-07,Ore processed,1,ore
npri-29389-2023-16,2023,Air,NA - 37,Emission,Stack Emissions,kg,0.002537,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Thallium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.3226334011593506e-09,Ore processed,1,ore
npri-29389-2023-17,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,32.814761,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Total particulate matter,NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,1.7107567579685143e-05,Ore processed,1,ore
npri-29389-2023-18,2023,Air,NA - 40,Emission,Stack Emissions,tonnes,5e-06,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Vanadium (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,2.6066878225450346e-12,Ore processed,1,ore
npri-29389-2023-19,2023,Air,NA - M16,Emission,Stack Emissions,tonnes,41.799029,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Volatile Organic Compounds (Total),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,2.179140397770135e-05,Ore processed,1,ore
npri-29389-2023-20,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,0.00608,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),NU-MAIN-8b0264c9,Open-pit and underground mining and beneficiation at Meliadine,"Open-pit, underground, concentrator",Free-miling,1918143.0,3.169732392214762e-09,Ore processed,1,ore
npri-8757-2023-1,2023,Air,NA - 02,Emission,Stack Emissions,kg,0.37,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.2816394660115577e-07,Ore processed,1,ore
npri-8757-2023-2,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,1e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.463890448679885e-13,Ore processed,1,ore
npri-8757-2023-3,2023,Air,NA - 05,Emission,Stack Emissions,kg,0.00012,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cobalt (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,4.156668538415863e-11,Ore processed,1,ore
npri-8757-2023-4,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,3e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Copper (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.0391671346039656e-12,Ore processed,1,ore
npri-8757-2023-5,2023,Air,NA - 08,Emission,Stack Emissions,kg,9.36,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Lead (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.242201459964373e-06,Ore processed,1,ore
npri-8757-2023-6,2023,Air,NA - 09,Emission,Stack Emissions,tonnes,3e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Manganese (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,1.0391671346039656e-12,Ore processed,1,ore
npri-8757-2023-7,2023,Air,NA - 11,Emission,Stack Emissions,tonnes,1e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Nickel (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.463890448679885e-13,Ore processed,1,ore
npri-8757-2023-8,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,0.019,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Total particulate matter,QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,6.581391852491782e-09,Ore processed,1,ore
npri-8757-2023-9,2023,Air,NA - 40,Emission,Stack Emissions,tonnes,1e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Vanadium (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,3.463890448679885e-13,Ore processed,1,ore
npri-8757-2023-10,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,6e-06,,QC-MAIN-c0660aec,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Zinc (and its compounds),QC-MAIN-c0660aec,Underground mining and beneficiation at Goldex,"Underground, concentrator",Free-miling,2886927.328724,2.0783342692079312e-12,Ore processed,1,ore
npri-11454-2023-1,2023,Air,NA - 16,Emission,Stack Emissions,tonnes,0.483,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Ammonia (total),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,1.1002077410890006e-06,Ore processed,1,ore
npri-26132-2023-1,2023,Air,NA - 01,Emission,Stack Emissions,tonnes,7e-06,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Antimony (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,2.432204894499638e-12,Ore processed,1,ore
npri-11454-2023-2,2023,Air,NA - 02,Emission,Stack Emissions,kg,1.8225,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,4.151404985786136e-06,Ore processed,1,ore
npri-26132-2023-2,2023,Air,NA - 02,Emission,Stack Emissions,kg,0.032638,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Arsenic (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,1.1340329049525598e-08,Ore processed,1,ore
npri-11454-2023-3,2023,Air,NA - 03,Emission,Stack Emissions,kg,0.0138,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,3.143450688825716e-08,Ore processed,1,ore
npri-26132-2023-3,2023,Air,NA - 03,Emission,Stack Emissions,kg,0.106318,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Cadmium (and its compounds),ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,3.6941022853344646e-08,Ore processed,1,ore
npri-26132-2023-4,2023,Air,75-15-0,Emission,Stack Emissions,tonnes,30.228766,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon disulphide,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,1.0503221802840606e-05,Ore processed,1,ore
npri-11454-2023-4,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,96.4102,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon monoxide,ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,0.0002196092098549457,Ore processed,1,ore
npri-26132-2023-5,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,214.673254,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Carbon monoxide,ON-MAIN-7607a50e,Underground mining and beneficiation at Young-Davidson,"Underground, concentrator",Free-miling,2878047.0,7.458990558528057e-05,Ore processed,1,ore
npri-11454-2023-5,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.002,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,Chromium (and its compounds),ON-MAIN-687b8c8d,Underground mining and beneficiation at Island,"Underground, concentrator",Free-miling,439008.0,4.555725635979299e-09,Ore processed,1,ore
