main_id,facility_group_id,compartment_name,substance_name,flow_direction,release_pathway,unit,value,site_id,activity_name,ore_processed_t,value_normalized,functional_unit,allocation_factor,normalization_key
BC-MAIN-599152a0,,Air,GHG,,,tCO2eq,229916.00098382577,BC-MAIN-599152a0,"Au and Ag and Cu, Open-pit mining and beneficiation at Copper Mountain",6862152.0,0.03350494145041173,Ore processed,1,ore
BC-MAIN-6b4800fe,,Air,GHG,,,tCO2eq,131638.00056328773,BC-MAIN-6b4800fe,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",30000000.0,0.004387933352109591,Ore processed,1,ore
BC-MAIN-bf503b6b,,Air,GHG,,,tCO2eq,2412130.010321664,BC-MAIN-bf503b6b,"Cu and Mo, Open-pit mining and beneficiation at Highland Valley",215221530000.0,1.1207661288913168e-05,Ore processed,1,ore
BC-MAIN-e34feb4d,,Air,GHG,,,tCO2eq,0.0,BC-MAIN-e34feb4d,,,,Ore processed,1,ore
QC-MAIN-e51eda66,,Air,GHG,,,tCO2eq,67116.0002871938,QC-MAIN-e51eda66,"Au and Ag and Cu and Zn, Underground mining and beneficiation at LaRonde",1501500.0,0.04469930089057197,Ore processed,1,ore
ON-MAIN-7001a391,,Air,GHG,,,tCO2eq,7782.000033299693,ON-MAIN-7001a391,,317660.0,0.024497890931498123,Ore processed,1,ore
NL-MAIN-c139de6d,,Air,GHG,,,tCO2eq,0.0,NL-MAIN-c139de6d,,,,Ore processed,1,ore
YT-MAIN-752fbcae,,Air,GHG,,,tCO2eq,0.0,YT-MAIN-752fbcae,,,,Ore processed,1,ore
BC-MAIN-ed23117f,,Air,GHG,,,tCO2eq,79566.00034046818,BC-MAIN-ed23117f,"Au and Cu, Open-pit mining and beneficiation at Mount Milligan",21680000.0,0.0036700184658887535,Ore processed,1,ore
BC-MAIN-3f490561,,Air,GHG,,,tCO2eq,71379.00030543547,BC-MAIN-3f490561,"Au and Cu, Open-pit mining and beneficiation at Mount Polley",5948239.0,0.01200002224279076,Ore processed,1,ore
BC-MAIN-23155c25,,Air,GHG,,,tCO2eq,540.0000023106958,BC-MAIN-23155c25,,,,Ore processed,1,ore
BC-MAIN-aa76f6f2,,Air,GHG,,,tCO2eq,15908.000068071386,BC-MAIN-aa76f6f2,"Au and Cu, Underground mining and beneficiation at New Afton",3065000.0,0.005190212093987402,Ore processed,1,ore
QC-MAIN-a97821c0,,Air,GHG,,,tCO2eq,8219.000035169645,QC-MAIN-a97821c0,"Cu and Ni and Co and Pt, Underground mining and beneficiation at Raglan",1500000.0,0.005479333356779763,Ore processed,1,ore
BC-MAIN-8eb8be0d,,Air,GHG,,,tCO2eq,84511.00036162816,BC-MAIN-8eb8be0d,"Au and Cu, Open-pit mining and beneficiation at Red Chris",1139000.0,0.07419754202074465,Ore processed,1,ore
MB-MAIN-e0a6250e,,Air,GHG,,,tCO2eq,4433.000018969101,MB-MAIN-e0a6250e,"Cu and Ni, Open-pit and underground mining and beneficiation at Thompson (T-1 and T-3)",464705.882352941,0.009539367129427182,Ore processed,1,ore
QC-MAIN-b2148882,,Air,GHG,,,tCO2eq,0.0,QC-MAIN-b2148882,,,,Ore processed,1,ore
NL-MAIN-2d8801d6,,Air,GHG,,,tCO2eq,11440.000048952515,NL-MAIN-2d8801d6,"Cu and Ni, Open-pit and underground mining and beneficiation at Voisey’s Bay",794117.647058823,0.014405925987569844,Ore processed,1,ore
ON-MAIN-f8313ebd,,Air,GHG,,,tCO2eq,16200.000069320871,ON-MAIN-f8313ebd,"Ag and Cu and Zn, Underground mining and beneficiation at Kidd Creek",1340000.0,0.012089552290537963,Ore processed,1,ore
ON-MAIN-a3c56a83,,Air,GHG,,,tCO2eq,59145.00025308537,ON-MAIN-a3c56a83,"Au and Pt and Pd, Open-pit and underground mining and beneficiation at Lac des Iles",3798000.0,0.015572669892860812,Ore processed,1,ore
NL-MAIN-b64bae7a,,Air,GHG,,,tCO2eq,576072.0024650502,NL-MAIN-b64bae7a,,3560000.0,0.16181797822051971,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Ammonia (total),Emission,Stack Emissions,tonnes,0.636,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,1.4402565287100193e-06,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Arsenic (and its compounds),Emission,Stack Emissions,kg,0.116,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.626882976892488e-07,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,76.208,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,0.00017257715336467476,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,0.00105,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.3777820049457863e-09,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Cobalt (and its compounds),Emission,Stack Emissions,kg,0.18,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,4.0761977227642053e-07,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Copper (and its compounds),Emission,Stack Emissions,tonnes,0.00105,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.3777820049457863e-09,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Cyanides (ionic),Emission,Stack Emissions,tonnes,0.098,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.2192632046160675e-07,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Lead (and its compounds),Emission,Stack Emissions,kg,0.29,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,6.56720744223122e-07,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,0.012,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.7174651485094705e-08,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Nitric acid,Emission,Stack Emissions,tonnes,0.105,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.3777820049457866e-07,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,140.902,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,0.0003190802286294011,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Phosphorus (total),Emission,Stack Emissions,tonnes,0.001,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,2.2645542904245586e-09,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,21.207,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,4.8024402837033614e-05,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,21.207,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,4.8024402837033614e-05,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Thallium (and its compounds),Emission,Stack Emissions,kg,0.008,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,1.811643432339647e-08,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,21.207,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,4.8024402837033614e-05,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Vanadium (and its compounds),Emission,Stack Emissions,tonnes,0.00158,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,3.5779957788708026e-09,Ore processed,1,ore
ON-MAIN-1f126a43,,Air,Zinc (and its compounds),Emission,Stack Emissions,tonnes,0.0008,ON-MAIN-1f126a43,"Au, Underground mining and beneficiation at Macassa",441588.0,1.811643432339647e-09,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,3.03,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,1.7481206260925751e-07,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,9.03,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,5.209745628256091e-07,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,1.73,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,9.981018756238137e-08,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,0.61,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,3.519318752199574e-08,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,7.86,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,4.5347287528342056e-07,Ore processed,1,ore
QC-MAIN-e7e6a960,,Air,Volatile Organic Compounds (Total),Emission,Stack Emissions,tonnes,0.5,QC-MAIN-e7e6a960,"Au and Ag, Open-pit mining and beneficiation at Canadian Malartic",17332900.0,2.8846875018029298e-08,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Arsenic (and its compounds),Emission,Stack Emissions,kg,0.950969,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,4.957758623835657e-07,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Cadmium (and its compounds),Emission,Stack Emissions,kg,0.203747,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.0622096475601663e-07,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,434.002636,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,0.00022626187724272904,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,0.000219,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.1417292662747251e-10,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Cobalt (and its compounds),Emission,Stack Emissions,kg,0.002818,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.4691292567863815e-09,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Copper (and its compounds),Emission,Stack Emissions,tonnes,0.000968,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,5.046547624447187e-10,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Dioxins and furans - total,Emission,Stack Emissions,g TEQ,0.001444,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,7.528114431510059e-10,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Hydrochloric acid,Emission,Stack Emissions,tonnes,2.18248,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.1378088077896173e-06,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Lead (and its compounds),Emission,Stack Emissions,kg,1.624417,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,8.468696025270274e-07,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,0.000408,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,2.1270572631967481e-10,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Nickel (and its compounds),Emission,Stack Emissions,tonnes,0.000184,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,9.592611186965726e-11,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,1636.562586,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,0.0008532015527518022,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,26.086918,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.3600090295666174e-05,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,24.895701,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.2979064126084446e-05,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Selenium (and its compounds),Emission,Stack Emissions,kg,0.884657,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,4.6120492580584454e-07,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Thallium (and its compounds),Emission,Stack Emissions,kg,0.002537,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.3226334011593506e-09,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,32.814761,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,1.7107567579685143e-05,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Vanadium (and its compounds),Emission,Stack Emissions,tonnes,5e-06,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,2.6066878225450346e-12,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Volatile Organic Compounds (Total),Emission,Stack Emissions,tonnes,41.799029,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,2.179140397770135e-05,Ore processed,1,ore
NU-MAIN-8b0264c9,,Air,Zinc (and its compounds),Emission,Stack Emissions,tonnes,0.00608,NU-MAIN-8b0264c9,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",1918143.0,3.169732392214762e-09,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Arsenic (and its compounds),Emission,Stack Emissions,kg,0.37,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,1.2816394660115577e-07,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,1e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,3.463890448679885e-13,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Cobalt (and its compounds),Emission,Stack Emissions,kg,0.00012,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,4.156668538415863e-11,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Copper (and its compounds),Emission,Stack Emissions,tonnes,3e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,1.0391671346039656e-12,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Lead (and its compounds),Emission,Stack Emissions,kg,9.36,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,3.242201459964373e-06,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,3e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,1.0391671346039656e-12,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Nickel (and its compounds),Emission,Stack Emissions,tonnes,1e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,3.463890448679885e-13,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,0.019,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,6.581391852491782e-09,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Vanadium (and its compounds),Emission,Stack Emissions,tonnes,1e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,3.463890448679885e-13,Ore processed,1,ore
QC-MAIN-c0660aec,,Air,Zinc (and its compounds),Emission,Stack Emissions,tonnes,6e-06,QC-MAIN-c0660aec,"Au and Cu, Underground mining and beneficiation at Goldex",2886927.328724,2.0783342692079312e-12,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Ammonia (total),Emission,Stack Emissions,tonnes,0.483,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,1.1002077410890006e-06,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Antimony (and its compounds),Emission,Stack Emissions,tonnes,7e-06,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,2.432204894499638e-12,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Arsenic (and its compounds),Emission,Stack Emissions,kg,1.8225,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,4.151404985786136e-06,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Arsenic (and its compounds),Emission,Stack Emissions,kg,0.032638,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.1340329049525598e-08,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Cadmium (and its compounds),Emission,Stack Emissions,kg,0.0138,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,3.143450688825716e-08,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Cadmium (and its compounds),Emission,Stack Emissions,kg,0.106318,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,3.6941022853344646e-08,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Carbon disulphide,Emission,Stack Emissions,tonnes,30.228766,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.0503221802840606e-05,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,96.4102,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,0.0002196092098549457,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Carbon monoxide,Emission,Stack Emissions,tonnes,214.673254,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,7.458990558528057e-05,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,0.002,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,4.555725635979299e-09,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Chromium (and its compounds),Emission,Stack Emissions,tonnes,0.000909,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,3.158391784428816e-10,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Cobalt (and its compounds),Emission,Stack Emissions,kg,0.3701,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,8.430370289379692e-07,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Cobalt (and its compounds),Emission,Stack Emissions,kg,0.096206,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,3.3427529154318887e-08,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Copper (and its compounds),Emission,Stack Emissions,tonnes,0.0013,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,2.9612216633865442e-09,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Copper (and its compounds),Emission,Stack Emissions,tonnes,0.001595,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,5.541952581038461e-10,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Lead (and its compounds),Emission,Stack Emissions,kg,0.3765,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,8.57615350973103e-07,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Lead (and its compounds),Emission,Stack Emissions,kg,0.327258,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.1370835848059465e-07,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,0.0169,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,3.849588162402507e-08,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Manganese (and its compounds),Emission,Stack Emissions,tonnes,0.009174,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,3.1875782431628114e-09,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Mercury (and its compounds),Emission,Stack Emissions,tonnes,1.55e-05,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,3.530687367883957e-11,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Nickel (and its compounds),Emission,Stack Emissions,tonnes,0.0017,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,3.872366790582404e-09,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Nickel (and its compounds),Emission,Stack Emissions,tonnes,0.000378,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.3133906430298048e-10,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Nitrate ion in solution at pH >= 6.0,Emission,Stack Emissions,tonnes,0.0002,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,6.949156841427538e-11,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,440.1722,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,0.0010026518878927034,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,33.825137,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.1752809109788685e-05,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Phosphorus (total),Emission,Stack Emissions,tonnes,0.008252,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,2.8672221127730023e-09,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,43.1072,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,9.819228806764341e-05,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,4.766211,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.6560573889168593e-06,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,36.8965,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,8.40451654639551e-05,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,2.941035,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.0218856745563918e-06,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Selenium (and its compounds),Emission,Stack Emissions,kg,1.8958,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,4.318372330344777e-06,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Selenium (and its compounds),Emission,Stack Emissions,kg,0.006421,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,2.231026803940311e-09,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Silver (and its compounds),Emission,Stack Emissions,tonnes,5e-06,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.7372892103568846e-12,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Thallium (and its compounds),Emission,Stack Emissions,kg,0.005316,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.8470858884514397e-09,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,56.1228,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,0.00012784003936146948,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,8.412956,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,2.923147537201442e-06,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Total reduced sulphur (expressed as hydrogen sulphide),Emission,Stack Emissions,tonnes,27.054746,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,9.400383662949216e-06,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Vanadium (and its compounds),Emission,Stack Emissions,tonnes,0.000756,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,2.6267812860596095e-10,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Volatile Organic Compounds (Total),Emission,Stack Emissions,tonnes,30.752677,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.0685258788338063e-05,Ore processed,1,ore
ON-MAIN-687b8c8d,,Air,Zinc (and its compounds),Emission,Stack Emissions,tonnes,0.0015,ON-MAIN-687b8c8d,"Au, Underground mining and beneficiation at Island",439008.0,3.416794226984474e-09,Ore processed,1,ore
ON-MAIN-7607a50e,,Air,Zinc (and its compounds),Emission,Stack Emissions,tonnes,0.0032,ON-MAIN-7607a50e,"Au, Underground mining and beneficiation at Young-Davidson",2878047.0,1.111865094628406e-09,Ore processed,1,ore
BC-MAIN-e34feb4d,,Air,Nitrogen oxides (expressed as nitrogen dioxide),Emission,Stack Emissions,tonnes,64.607,BC-MAIN-e34feb4d,,,,Ore processed,1,ore
BC-MAIN-e34feb4d,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,4.519,BC-MAIN-e34feb4d,,,,Ore processed,1,ore
BC-MAIN-e34feb4d,,Air,PM2.5 - Particulate Matter <= 2.5 Micrometers,Emission,Stack Emissions,tonnes,4.519,BC-MAIN-e34feb4d,,,,Ore processed,1,ore
BC-MAIN-e34feb4d,,Air,Total particulate matter,Emission,Stack Emissions,tonnes,4.519,BC-MAIN-e34feb4d,,,,Ore processed,1,ore
SK-MAIN-91cf5448,,Air,PM10 - Particulate Matter <= 10 Micrometers,Emission,Stack Emissions,tonnes,0.256,SK-MAIN-91cf5448,"U, Underground mining at Cigar Lake",43726.856187782,5.854525623809438e-06,Ore processed,1,ore
