env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,value_tonnes_main,value_tonnes_group,value_tonnes_match,value_normalized,normalization_key,unit_normalized,facility_name,province,facility_type,mining_processing_type,commodities,substance_name
npri-3916-2023-1,2023,Air,NA - 01,Emission,Stack Emissions,tonnes,0.00207,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Antimony (and its compounds)
npri-1236-2023-1,2023,Air,NA - 02,Emission,Stack Emissions,kg,95.9293,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.001262709454923589,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Arsenic (and its compounds)
npri-3623-2023-2,2023,Air,NA - 02,Emission,Stack Emissions,kg,10027.0319,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Arsenic (and its compounds)
npri-3916-2023-2,2023,Air,NA - 02,Emission,Stack Emissions,kg,10.35,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Arsenic (and its compounds)
npri-1236-2023-2,2023,Air,NA - 03,Emission,Stack Emissions,kg,862.3925,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.01135160126890524,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Cadmium (and its compounds)
npri-3623-2023-3,2023,Air,NA - 03,Emission,Stack Emissions,kg,546.1849,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Cadmium (and its compounds)
npri-3916-2023-3,2023,Air,NA - 03,Emission,Stack Emissions,kg,0.3291,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Cadmium (and its compounds)
npri-1236-2023-3,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,1354.3449,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.01782713008911295,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Carbon monoxide
npri-3623-2023-4,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,100.2535,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Carbon monoxide
npri-3916-2023-4,2023,Air,630-08-0,Emission,Stack Emissions,tonnes,38.021,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Carbon monoxide
npri-1236-2023-4,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.2093,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,2.75499861789367e-06,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Chromium (and its compounds)
npri-3623-2023-5,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.3496,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Chromium (and its compounds)
npri-3916-2023-5,2023,Air,NA - 04,Emission,Stack Emissions,tonnes,0.00564,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Chromium (and its compounds)
npri-1236-2023-5,2023,Air,NA - 05,Emission,Stack Emissions,kg,989.1676,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.01302033144226086,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Cobalt (and its compounds)
npri-3623-2023-6,2023,Air,NA - 05,Emission,Stack Emissions,kg,11.4058,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Cobalt (and its compounds)
npri-3916-2023-6,2023,Air,NA - 05,Emission,Stack Emissions,kg,0.5954,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Cobalt (and its compounds)
npri-1236-2023-6,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,5.1554,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,6.786010451356439e-05,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Copper (and its compounds)
npri-3623-2023-7,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,66.7719,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Copper (and its compounds)
npri-3916-2023-7,2023,Air,NA - 06,Emission,Stack Emissions,tonnes,0.08174,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Copper (and its compounds)
npri-1236-2023-7,2023,Air,NA - D/F,Emission,Stack Emissions,g TEQ,0.092528,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,1.217938423872267e-06,main_id,g TEQ/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Dioxins and furans - total
npri-3623-2023-8,2023,Air,NA - D/F,Emission,Stack Emissions,g TEQ,0.0677,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,g TEQ/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Dioxins and furans - total
npri-3916-2023-8,2023,Air,NA - D/F,Emission,Stack Emissions,g TEQ,0.00062,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,g TEQ/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Dioxins and furans - total
npri-3623-2023-9,2023,Air,7782-41-4,Emission,Stack Emissions,tonnes,1.7725,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Fluorine
npri-1236-2023-8,2023,Air,118-74-1,Emission,Stack Emissions,grams,382.9089,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.005040198233536481,main_id,grams/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Hexachlorobenzene
npri-3623-2023-10,2023,Air,118-74-1,Emission,Stack Emissions,grams,96.5727,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,grams/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Hexachlorobenzene
npri-1236-2023-9,2023,Air,7647-01-0,Emission,Stack Emissions,tonnes,123.6286,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.001627313053665214,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Hydrochloric acid
npri-3916-2023-9,2023,Air,7647-01-0,Emission,Stack Emissions,tonnes,0.58272,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Hydrochloric acid
npri-1236-2023-10,2023,Air,7664-39-3,Emission,Stack Emissions,tonnes,61.4701,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.0008091258506535389,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Hydrogen fluoride
npri-1236-2023-11,2023,Air,NA - 08,Emission,Stack Emissions,kg,2222.1466,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.02924993221097524,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Lead (and its compounds)
npri-3623-2023-11,2023,Air,NA - 08,Emission,Stack Emissions,kg,49660.4769,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Lead (and its compounds)
npri-3916-2023-10,2023,Air,NA - 08,Emission,Stack Emissions,kg,312.874,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Lead (and its compounds)
npri-1236-2023-12,2023,Air,NA - 09,Emission,Stack Emissions,tonnes,0.2792,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,3.675086546182096e-06,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Manganese (and its compounds)
npri-3623-2023-12,2023,Air,NA - 09,Emission,Stack Emissions,tonnes,0.1809,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Manganese (and its compounds)
npri-1236-2023-13,2023,Air,NA - 10,Emission,Stack Emissions,tonnes,0.0367441,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,4.836595543036158e-07,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Mercury (and its compounds)
npri-3623-2023-13,2023,Air,NA - 10,Emission,Stack Emissions,tonnes,0.0236329,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Mercury (and its compounds)
npri-3916-2023-11,2023,Air,NA - 10,Emission,Stack Emissions,tonnes,0.00109,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Mercury (and its compounds)
npri-1236-2023-14,2023,Air,NA - 11,Emission,Stack Emissions,tonnes,12.0937,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.0001591883745113267,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Nickel (and its compounds)
npri-3623-2023-14,2023,Air,NA - 11,Emission,Stack Emissions,tonnes,0.7055,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Nickel (and its compounds)
npri-3916-2023-12,2023,Air,NA - 11,Emission,Stack Emissions,tonnes,0.01523,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Nickel (and its compounds)
npri-1236-2023-15,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,90.2346,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.001187750589040555,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Nitrogen oxides (expressed as nitrogen dioxide)
npri-3623-2023-15,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,51.1721,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Nitrogen oxides (expressed as nitrogen dioxide)
npri-3916-2023-13,2023,Air,11104-93-1,Emission,Stack Emissions,tonnes,52.1919,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Nitrogen oxides (expressed as nitrogen dioxide)
npri-1236-2023-16,2023,Air,NA - 22,Emission,Stack Emissions,tonnes,1.4155,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,1.863210962077635e-05,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Phosphorus (total)
npri-1236-2023-17,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,126.8796,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.001670105698226955,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",PM10 - Particulate Matter <= 10 Micrometers
npri-3623-2023-16,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,261.5801,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",PM10 - Particulate Matter <= 10 Micrometers
npri-3916-2023-14,2023,Air,NA - M09,Emission,Stack Emissions,tonnes,0.85897,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",PM10 - Particulate Matter <= 10 Micrometers
npri-1236-2023-18,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,109.1828,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.001437164181069092,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-3623-2023-17,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,241.5769,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-3916-2023-15,2023,Air,NA - M10,Emission,Stack Emissions,tonnes,0.85897,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",PM2.5 - Particulate Matter <= 2.5 Micrometers
npri-1236-2023-19,2023,Air,NA - 12,Emission,Stack Emissions,kg,666.1695,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.00876873412223085,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Selenium (and its compounds)
npri-3623-2023-18,2023,Air,NA - 12,Emission,Stack Emissions,kg,3928.1581,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Selenium (and its compounds)
npri-3916-2023-16,2023,Air,NA - 12,Emission,Stack Emissions,kg,28.581,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Selenium (and its compounds)
npri-3623-2023-19,2023,Air,NA - 13,Emission,Stack Emissions,tonnes,0.248,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Silver (and its compounds)
npri-3916-2023-17,2023,Air,NA - 13,Emission,Stack Emissions,tonnes,0.01578,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Silver (and its compounds)
npri-1236-2023-20,2023,Air,7446-09-5,Emission,Stack Emissions,tonnes,24576.1669,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.323494055626489,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Sulphur dioxide
npri-3623-2023-20,2023,Air,7446-09-5,Emission,Stack Emissions,tonnes,9851.7337,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Sulphur dioxide
npri-3916-2023-18,2023,Air,7446-09-5,Emission,Stack Emissions,tonnes,148.556,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Sulphur dioxide
npri-1236-2023-21,2023,Air,7664-93-9,Emission,Stack Emissions,tonnes,95.4262,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.00125608719116505,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Sulphuric acid
npri-3623-2023-21,2023,Air,7664-93-9,Emission,Stack Emissions,tonnes,11.8154,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Sulphuric acid
npri-3916-2023-19,2023,Air,7664-93-9,Emission,Stack Emissions,tonnes,2.59818,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Sulphuric acid
npri-1236-2023-22,2023,Air,NA - 37,Emission,Stack Emissions,kg,34.7671,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.0004576364665464453,main_id,kg/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Thallium (and its compounds)
npri-1236-2023-23,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,207.5588,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.002732079346066262,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Total particulate matter
npri-3623-2023-22,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,325.6046,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Total particulate matter
npri-3916-2023-20,2023,Air,NA - M08,Emission,Stack Emissions,tonnes,13.607,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Total particulate matter
npri-1236-2023-24,2023,Air,NA - 40,Emission,Stack Emissions,tonnes,0.0293,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,3.856734806702558e-07,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Vanadium (and its compounds)
npri-1236-2023-25,2023,Air,NA - M16,Emission,Stack Emissions,tonnes,10.6969,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,0.000140802411446473,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Volatile Organic Compounds (Total)
npri-1236-2023-26,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,2.7702,,ON-MAIN-40ce0593,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,75971.0,,75971.0,3.646391386186835e-05,main_id,tonnes/t,Sudbury,Ontario,manufacturing,"Smelter, plant","Nickel-copper matte containing cobalt, Au, Ag, PGMs",Zinc (and its compounds)
npri-3623-2023-23,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,11.7304,,QC-MAIN-30c1828c,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,Horne,Quebec,manufacturing,Smelter,"Copper anodes, precious metals, sulfuric acid",Zinc (and its compounds)
npri-3916-2023-21,2023,Air,NA - 14,Emission,Stack Emissions,tonnes,0.0544,,QC-MAIN-529c96b4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,tonnes/t,CCR,Quebec,manufacturing,Refinery,"Copper (cathodes), Au, Ag, Te, Se, nickel sulfate, copper sulfate, PGMs",Zinc (and its compounds)
npri-1520-2023-1,2023,Air,83-32-9,Emission,Stack Emissions,kg,5.119453,,ON-MAIN-fc6f1a44,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html,,,,,,kg/t,Ivaco Rolling Mills,Ontario,manufacturing,Electric arc furnace,Steel,Acenaphthene
