env_id,year,compartment_id,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id
npri-26132-2023-81,2023,comp9460370b,NA - 22,Emission,Direct Discharge,tonnes,0.215217,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-62,2023,comp9460370b,NA - 12,Emission,Direct Discharge,kg,1.4547,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-82,2023,comp9460370b,NA - 12,Emission,Direct Discharge,kg,8.71628,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-83,2023,comp9460370b,NA - 13,Emission,Direct Discharge,tonnes,0.000204,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-84,2023,comp9460370b,NA - 37,Emission,Direct Discharge,kg,0.161413,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-85,2023,comp9460370b,NA - 40,Emission,Direct Discharge,tonnes,0.001722,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-63,2023,comp9460370b,NA - 14,Emission,Direct Discharge,tonnes,0.0036,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-86,2023,comp9460370b,NA - 14,Emission,Direct Discharge,tonnes,0.01937,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-35,2023,comp9460370b,NA - 16,Emission,Direct Discharge,tonnes,1.29,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-36,2023,comp9460370b,NA - 02,Emission,Direct Discharge,kg,2.61631,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-37,2023,comp9460370b,NA - 03,Emission,Direct Discharge,kg,0.015999,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-38,2023,comp9460370b,NA - 05,Emission,Direct Discharge,kg,0.030874,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-39,2023,comp9460370b,NA - 08,Emission,Direct Discharge,kg,0.133797,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-40,2023,comp9460370b,NA - 10,Emission,Direct Discharge,kg,0.00297,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-41,2023,comp9460370b,NA - 17,Emission,Direct Discharge,tonnes,106.087,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-42,2023,comp9460370b,NA - 12,Emission,Direct Discharge,kg,1.640923,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-43,2023,comp9460370b,NA - 37,Emission,Direct Discharge,kg,0.01542,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-78,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-104,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-105,2023,comp9460370b,NA - 01,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-79,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-106,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-80,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-107,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-81,2023,comp9460370b,NA - 04,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-108,2023,comp9460370b,NA - 04,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-82,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-109,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-83,2023,comp9460370b,NA - 06,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-110,2023,comp9460370b,NA - 06,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-84,2023,comp9460370b,NA - 07,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-85,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-111,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-86,2023,comp9460370b,NA - 09,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-87,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-112,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-88,2023,comp9460370b,NA - 11,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-113,2023,comp9460370b,NA - 11,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-89,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-114,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-115,2023,comp9460370b,NA - 22,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-90,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-116,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-117,2023,comp9460370b,NA - 13,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-118,2023,comp9460370b,NA - 37,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-119,2023,comp9460370b,NA - 40,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-91,2023,comp9460370b,NA - 14,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-120,2023,comp9460370b,NA - 14,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-53,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-54,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-55,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-56,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-57,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-58,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-59,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-60,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-61,2023,comp9460370b,NA - 37,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-92,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-121,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-122,2023,comp9460370b,NA - 01,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-93,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-123,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-94,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-124,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-95,2023,comp9460370b,NA - 04,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-125,2023,comp9460370b,NA - 04,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-96,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-126,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-97,2023,comp9460370b,NA - 06,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-127,2023,comp9460370b,NA - 06,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-98,2023,comp9460370b,NA - 07,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-99,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-128,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-100,2023,comp9460370b,NA - 09,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-101,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-129,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-102,2023,comp9460370b,NA - 11,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-130,2023,comp9460370b,NA - 11,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-103,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-131,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-132,2023,comp9460370b,NA - 22,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-104,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-133,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-134,2023,comp9460370b,NA - 13,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-135,2023,comp9460370b,NA - 37,Emission,Waterbody,kg,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-136,2023,comp9460370b,NA - 40,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-11454-2023-105,2023,comp9460370b,NA - 14,Emission,Waterbody,tonnes,Lac Goudreau,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-26132-2023-137,2023,comp9460370b,NA - 14,Emission,Waterbody,tonnes,Montreal River,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-62,2023,comp9460370b,NA - 16,Emission,Waterbody,tonnes,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-63,2023,comp9460370b,NA - 02,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-64,2023,comp9460370b,NA - 03,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-65,2023,comp9460370b,NA - 05,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-66,2023,comp9460370b,NA - 08,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-67,2023,comp9460370b,NA - 10,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-68,2023,comp9460370b,NA - 17,Emission,Waterbody,tonnes,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-69,2023,comp9460370b,NA - 12,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-70,2023,comp9460370b,NA - 37,Emission,Waterbody,kg,Lake 282 on Paseminon River,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
npri-5656-2023-71,2023,comp87cf962b,NA - 37,Emission,Spills,kg,0.0154,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/national-pollutant-release-inventory/tools-resources-data/exploredata.html
GHG-10468-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,36.87,,ON-MAIN-fefeaee4,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-10911-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,16.42,,QC-MAIN-02884fb5,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-10917-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,20.11,,ON-MAIN-687b8c8d,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-10924-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,53.78,,ON-MAIN-538513cd,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-11375-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,21.63,,ON-MAIN-7607a50e,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-11496-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,124.99,,ON-MAIN-0aadf28f,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
GHG-12553-2023-1,2023,comp3c458811,NA - GHG,Emission,Unspecified,ktCO2eq,95.7,,BC-MAIN-8eb8be0d,,,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html
ENV-7607a50e-2023-1,2023,comp3c458811,NA - GHG,Emission,,CO2eq,20111.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-2,2023,comp3c458811,NA - GHG,Emission,,CO2eq,2785.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-3,2023,comp3c458811,NA - GHG,Emission,,CO2eq,72766.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-1,2023,comp3c458811,NA - GHG,Emission,,CO2eq,21634.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-2,2023,comp3c458811,NA - GHG,Emission,,CO2eq,8006.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-3,2023,comp3c458811,NA - GHG,Emission,,CO2eq,98564.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-4,2023,comp87cf962b,,Occupation and transformation,,ha,1375.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-5,2023,comp87cf962b,,Occupation and transformation,,ha,235.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-4,2023,comp87cf962b,,Occupation and transformation,,ha,1413.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-5,2023,comp87cf962b,,Occupation and transformation,,ha,432.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-6,2023,comp9460370b,7732-18-5,Withdrawal,,ML,944.3,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-7,2023,comp9460370b,7732-18-5,Discharged,,ML,1428.9,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-8,2023,comp9460370b,7732-18-5,Consumption,,ML,-484.6,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-6,2023,comp9460370b,7732-18-5,Withdrawal,,ML,2879.3,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-7,2023,comp9460370b,7732-18-5,Discharged,,ML,1088.5,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-8,2023,comp9460370b,7732-18-5,Consumption,,ML,1790.81,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
