env_id,year,compartment_id,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id
ENV-7607a50e-2023-9,2023,comp3c458811,124-38-9,Emission,,CO2eq,1504.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-9,2023,comp3c458811,124-38-9,Emission,,CO2eq,596.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-10,2023,comp3c458811,74-82-8,Emission,,CO2eq,74.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-10,2023,comp3c458811,74-82-8,Emission,,CO2eq,23.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-11,2023,comp3c458811,630-08-0,Emission,,t,322.2,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-11,2023,comp3c458811,630-08-0,Emission,,t,187.6,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-12,2023,comp3c458811,124-38-9,Emission,,CO2eq,19879.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-12,2023,comp3c458811,124-38-9,Emission,,CO2eq,21538.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-13,2023,comp3c458811,NA - 08,Emission,,t,0.000332575576998052,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-14,2023,comp3c458811,NA - 10,Emission,,t,1.90290400308735e-05,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-15,2023,comp3c458811,10024-97-2,Emission,,CO2eq,127.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-13,2023,comp3c458811,10024-97-2,Emission,,CO2eq,73.0,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-16,2023,comp3c458811,NA - NOx,Emission,,t,440.2,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-14,2023,comp3c458811,NA - NOx,Emission,,t,28.103,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-17,2023,comp3c458811,NA - PFCs,Emission,,CO2eq,31.0,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-18,2023,comp3c458811,NA - M09,Emission,,t,83.19,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-15,2023,comp3c458811,NA - M09,Emission,,t,8.6,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-19,2023,comp3c458811,NA - M10,Emission,,t,61.61,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-16,2023,comp3c458811,NA - M10,Emission,,t,2.6,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-20,2023,comp3c458811,NA - PAH,Emission,,t,0.418,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-17,2023,comp3c458811,NA - PAH,Emission,,t,38.54224,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-21,2023,comp3c458811,NA - SOx,Emission,,t,0.66,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-18,2023,comp3c458811,NA - SOx,Emission,,t,0.243,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-7607a50e-2023-22,2023,comp3c458811,NA - M16,Emission,,t,8.5,,ON-MAIN-7607a50e,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-687b8c8d-2023-19,2023,comp3c458811,NA - M16,Emission,,t,31.552,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,SRC_AlamosGoldInc_Data_2023
ENV-f9e41c2a-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,18188.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-f9e41c2a-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,100.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-f9e41c2a-2023-3,2023,comp87cf962b,,Occupation and transformation,,ha,277.6,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-f9e41c2a-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,mm3,3499.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-f9e41c2a-2023-5,2023,comp9460370b,7732-18-5,Consumption,,mm3,1088.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-f9e41c2a-2023-6,2023,comp9460370b,7732-18-5,Discharged,,mm3,2411.0,,QC-MAIN-f9e41c2a,,CMP-64d60fd7,SRC_EldoradoGold_ESG_2023
ENV-02884fb5-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,18521.1,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,189.9,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-3,2023,comp87cf962b,,Occupation and transformation,,ha,1014.81,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,ML,5145.1,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-5,2023,comp9460370b,7732-18-5,Discharged,,ML,6038.8,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-6,2023,comp9460370b,7732-18-5,Consumption,,ML,-893.6999999999998,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-7,2023,comp3c458811,630-08-0,Emission,,kg,2235.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-8,2023,comp3c458811,NA - NOx,Emission,,kg,7518.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-9,2023,comp3c458811,NA - M09,Emission,,kg,54561.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-10,2023,comp3c458811,NA - M10,Emission,,kg,5636.0,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-11,2023,comp3c458811,NA - SOx,Emission,,kg,16.3,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-02884fb5-2023-12,2023,comp3c458811,NA - M16,Emission,,kg,152.4,,QC-MAIN-02884fb5,,CMP-3d0a95b7,SRC_IAMGOLDCorporation_2023_iamgold-esg-performance-data-final_protected
ENV-0aadf28f-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,127029.0,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-0aadf28f-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,12459.0,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-0aadf28f-2023-3,2023,comp87cf962b,,Occupation and transformation,,ha,3019.4,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-0aadf28f-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,ML,9600.732,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-0aadf28f-2023-5,2023,comp9460370b,7732-18-5,Discharged,,ML,4552.517,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-0aadf28f-2023-6,2023,comp9460370b,7732-18-5,Consumption,,ML,6336.704,,ON-MAIN-0aadf28f,,CMP-d94be190,SRC_NewGoldInc_2023-New-Gold-ESG-Data-Factbook
ENV-fefeaee4-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,30881.4624643865,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-fefeaee4-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,1153.8249914,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-fefeaee4-2023-3,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,77581.0333833111,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-fefeaee4-2023-4,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,3942.0,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-fefeaee4-2023-5,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,304.2,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,39711.8671411138,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,371.76247935,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-3,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,98442.9768080408,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,40394.4169076851,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,3597.5544,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-3,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,71787.5495982785,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,57797.1544138831,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,5107.9908,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-3,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,112774.455094777,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-4,2023,comp87cf962b,,Occupation and transformation,,ha,398.0604,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-4,2023,comp87cf962b,,Occupation and transformation,,ha,701.81,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-4,2023,comp87cf962b,,Occupation and transformation,,ha,2784.23,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-fefeaee4-2023-6,2023,comp9460370b,7732-18-5,Withdrawal,,ML,7.0,,ON-MAIN-fefeaee4,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-5,2023,comp9460370b,7732-18-5,Withdrawal,,ML,3232.459,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-6,2023,comp9460370b,7732-18-5,Discharged,,ML,2226.014,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-7,2023,comp9460370b,7732-18-5,Consumption,,ML,1006.445,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-5,2023,comp9460370b,7732-18-5,Withdrawal,,ML,1552.393181,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-6,2023,comp9460370b,7732-18-5,Discharged,,ML,1543.3545,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-7,2023,comp9460370b,7732-18-5,Consumption,,ML,562.159181,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-5,2023,comp9460370b,7732-18-5,Withdrawal,,ML,5314.082973,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-6,2023,comp9460370b,7732-18-5,Discharged,,ML,9170.5809,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-7,2023,comp9460370b,7732-18-5,Consumption,,ML,4907.818673,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-8,2023,comp3c458811,NA - 02,Emission,,t,0.0056701,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-8,2023,comp3c458811,NA - 02,Emission,,t,0.03,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-8,2023,comp3c458811,630-08-0,Emission,,t,159.2,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-9,2023,comp3c458811,630-08-0,Emission,,t,226.22,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-9,2023,comp3c458811,630-08-0,Emission,,t,58.1,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-10,2023,comp3c458811,NA - 08,Emission,,t,0.0899133,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-10,2023,comp3c458811,NA - 08,Emission,,t,0.06,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-11,2023,comp3c458811,NA - 10,Emission,,t,0.0002713,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-11,2023,comp3c458811,NA - 10,Emission,,t,0.09,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-9,2023,comp3c458811,NA - NOx,Emission,,t,111.3,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-12,2023,comp3c458811,NA - NOx,Emission,,t,298.296,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-12,2023,comp3c458811,NA - NOx,Emission,,t,113.09,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-10,2023,comp3c458811,NA - M09,Emission,,t,900.0,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-13,2023,comp3c458811,NA - M09,Emission,,t,72.34,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-13,2023,comp3c458811,NA - M09,Emission,,t,25.99,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-11,2023,comp3c458811,NA - M10,Emission,,t,321.7,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-14,2023,comp3c458811,NA - M10,Emission,,t,36.22,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-14,2023,comp3c458811,NA - M10,Emission,,t,13.74,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-12,2023,comp3c458811,NA - PAH,Emission,,t,0.0011,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-15,2023,comp3c458811,NA - 12,Emission,,t,0.0007141,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-13,2023,comp3c458811,NA - SOx,Emission,,t,4.8,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-16,2023,comp3c458811,NA - SOx,Emission,,t,1.878,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-0d911886-2023-15,2023,comp3c458811,NA - SOx,Emission,,t,0.44,,,GRP-0d911886,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-538513cd-2023-14,2023,comp3c458811,NA - M16,Emission,,t,2.4,,ON-MAIN-538513cd,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-8eb8be0d-2023-17,2023,comp3c458811,NA - M16,Emission,,t,4.625,,BC-MAIN-8eb8be0d,,CMP-4a434d72,SRC_NewmontCorporation_Newmont-2023-Performance-Data-Tables-V4-locked
ENV-GRP-147b3123-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,35617.369225595,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,5536.701,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-3,2023,comp87cf962b,,Occupation and transformation,,ha,370.0,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,m3,974971.403348017,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-5,2023,comp9460370b,7732-18-5,Discharged,,m3,1743711.5,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-6,2023,comp9460370b,7732-18-5,Consumption,,m3,749557.379698017,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-7,2023,comp3c458811,630-08-0,Emission,,t,162.21032723366181,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-8,2023,comp3c458811,NA - NOx,Emission,,t,319.19231890732357,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-9,2023,comp3c458811,NA - M09,Emission,,t,50.80330038861595,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-10,2023,comp3c458811,NA - SOx,Emission,,t,47.442164741802024,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-147b3123-2023-11,2023,comp3c458811,NA - M16,Emission,,t,60.86381506924382,,,GRP-147b3123,CMP-48a36546,SRC_PanAmericanSilverCorp_PAS-2023-Sustainability-Performance-Data-Book
ENV-GRP-14bfbb82-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,14002.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
ENV-GRP-14bfbb82-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,30057.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
ENV-GRP-14bfbb82-2023-3,2023,comp9460370b,7732-18-5,Withdrawal,,m3,183118.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
ENV-GRP-14bfbb82-2023-4,2023,comp9460370b,7732-18-5,Discharged,,m3,25131.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
ENV-GRP-14bfbb82-2023-5,2023,comp9460370b,7732-18-5,Consumption,,m3,147624.0,,,GRP-14bfbb82,CMP-4a73c5f8,SRC_SSRMiningInc_ESG_2023
ENV-9de9bb0d-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,12303.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,2791.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-1,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,4109.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-2,2023,comp3c458811,NA - GHG,Emission,,tCO2eq,64.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-3,2023,comp9460370b,7732-18-5,Withdrawal,,m3,518856.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,m3,518856.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-5,2023,comp9460370b,7732-18-5,Consumption,,m3,29350.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-6,2023,comp9460370b,7732-18-5,Discharged,,m3,324347.0,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-3,2023,comp9460370b,7732-18-5,Withdrawal,,m3,168115.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-4,2023,comp9460370b,7732-18-5,Withdrawal,,m3,168115.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-5,2023,comp9460370b,7732-18-5,Consumption,,m3,82144.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-6,2023,comp9460370b,7732-18-5,Discharged,,m3,536420.0,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-9de9bb0d-2023-7,2023,comp3c458811,630-08-0,Emission,,t,18.67,,QC-MAIN-9de9bb0d,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
ENV-c5fefb01-2023-7,2023,comp3c458811,630-08-0,Emission,,t,21.85,,ON-MAIN-c5fefb01,,CMP-3d2c4955,SRC_WesdomeGoldMinesLtd_2023-ESG-Data-Tables
