main_id,facility_group_id,facility_name,facility_group_name,province,facility_type,mining_processing_type,archetypes,biosphere_data?,technosphere_data?,land_data?,commodities,Create_LCI?,Main_product,Stream,ore_processed_t,dore_t_mass,concentrate_t_mass,tailings_t_mass,% tailings,Au_t,Ag_t,Cu_t,Ni_t,Co_t,Mo_t,Zn_t,Pb_t,Fe_t,Pt_t,Pd_t,U_t,Nb_t,Cu_conc,Ni_conc,Mo_conc,Zn_conc,Pb_conc,Fe_conc,Pt_conc,Pd_conc,U_conc,Nb_conc,activity_name,site_id
ON-MAIN-52224e1e,GRP-dc07540b,Creighton,Sudbury Operation,Ontario,mining,Underground,"Ni-Cu Porphyry sulfide, flotation-based",NPRI+land,,,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Yes,Ni+Cu,Ni-Cu bulk concentrates,433000.0,,70900.0,362100.0,0.8041977354322011,,,9396.0,11344.0,,,,,,,,,,,70900.0,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Underground mining at Creighton",ON-MAIN-52224e1e
ON-MAIN-aeafbb59,,Detour Lake,,Ontario,mining,"Open-pit, concentrator",Free-miling,NPRI+GHG+Land,Energy,,Gold,Yes,Au (Ag),Au-Ag dore,25434853.5024164,24.0082838377551,,25434829.49413256,0.999999056086307,21.070941661,2.4571765,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Open-pit mining and beneficiation at Detour Lake",ON-MAIN-aeafbb59
ON-MAIN-cb85213a,,Eagle River,,Ontario,mining,"Underground, concentrator",Free-miling,NPRI+GHG,Energy,,Gold,Yes,Au,Au-Ag dore,222627.0,2.7760508515306124,,222624.22394914847,0.9999875303289001,2.7205298345,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Eagle River",ON-MAIN-cb85213a
QC-MAIN-6dc537e6,,Éléonore,,Quebec,mining,"Underground, concentrator",Free-miling,NPRI+GHG,Energy and materials,,"Gold, silver",Yes,Au (Ag),Au-Ag dore,1661000.0,7.738899920918366,,1660992.2611000792,0.9999953407971234,7.216012,0.368109922499999,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Underground mining and beneficiation at Éléonore",QC-MAIN-6dc537e6
BC-MAIN-4724f4ba,,Elk,,British Columbia,mining,Open-pit,Free-miling,Land,,,Gold,Yes,Au,Au-Ag dore,33245.0,0.12428704693877551,,33244.875712953064,0.9999962614675413,0.121801306,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Open-pit mining at Elk",BC-MAIN-4724f4ba
ON-MAIN-4e0734b5,,Fox Complex,,Ontario,mining,"Open-pit, underground, concentrator",Free-miling,NPRI+land,,,Gold,Yes,Au,Au-Ag dore,457000.0,1.453612551020408,,456998.54638744897,0.9999968192184362,1.3809954,0.0435449,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Open-pit and underground mining and beneficiation at Fox Complex",ON-MAIN-4e0734b5
ON-MAIN-206041d1,GRP-de097f20,Fraser,Integrated Nickel Operations,Ontario,mining,Underground,"Ni-Cu Porphyry sulfide, flotation-based",Land,,,"Nickel, copper, platinum group metals, gold, cobalt, silver",No,Ni+Cu,Ni-Cu bulk concentrates,553033.0,,0.0,553033.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,ON-MAIN-206041d1
ON-MAIN-48fe2205,GRP-dc07540b,Garson,Sudbury Operation,Ontario,mining,Underground,"Ni-Cu Porphyry sulfide, flotation-based",NPRI+Land,,,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Yes,Ni+Cu,Ni-Cu bulk concentrates,616000.0,,49662.5,566337.5,0.9123093561701282,,,7453.0,7946.0,,,,,,,,,,,49662.5,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Underground mining at Garson",ON-MAIN-48fe2205
BC-MAIN-6b4800fe,,Gibraltar,,British Columbia,mining,"Open-pit, concentrator","Cu-Mo Porphyry sulfide, flotation-based",NPRI+GHG+Water+Land,Energy,,"Copper, molybdenum, silver",Yes,Cu (Mo),Cu and Mo concentrates,30000000.0,,186436.98475294118,29813563.015247058,0.9937465714964161,,,55610.3792,,,545.217584,,,,,,,,185367.93066666668,0.0,10.690540862745097,0.0,0.0,0.0,,,,0.0,"Cu and Mo, Open-pit mining and beneficiation at Gibraltar",BC-MAIN-6b4800fe
QC-MAIN-c0660aec,,Goldex,,Quebec,mining,"Underground, concentrator",Free-miling,NPRI+GHG+Land,Energy,,"Gold, silver",Yes,"Au (Cu, Ag)","Au-Ag dore, Cu concentrates",2886927.328724,4.474542118316694,130.12252666666666,2886792.7316552154,0.9999533748761007,4.38505127595036,,39.036758,,,,,,,,,,,130.12252666666666,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Cu, Underground mining and beneficiation at Goldex",QC-MAIN-c0660aec
ON-MAIN-6e9be24e,,Hemlo (Williams),,Ontario,mining,"Open-pit, underground, concentrator",,NPRI+GHG+Land,Energy,,Gold,Yes,Au,Au-Ag dore,1266009.0,4.476523630102041,,1266004.52347637,0.9999964640540006,4.3869931575,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Open-pit and underground mining and beneficiation at Hemlo (Williams)",ON-MAIN-6e9be24e
BC-MAIN-bf503b6b,,Highland Valley,,British Columbia,mining,"Open-pit, concentrator","Cu-Mo Porphyry sulfide, flotation-based",NPRI+GHG+Water+Land,,,"Copper, silver, molybdenum",Yes,Cu (Mo),Cu and Mo concentrates,215221530000.0,,343098.0392156863,215221186901.9608,0.9999984058352054,,,102400.0,,,900.0,,,,,,,,341333.3333333334,0.0,17.647058823529413,0.0,0.0,0.0,,,,0.0,"Cu and Mo, Open-pit mining and beneficiation at Highland Valley",BC-MAIN-bf503b6b
QC-MAIN-30c1828c,GRP-b48ec279,Horne,CCR,Quebec,manufacturing,Smelter,,NPRI+GHG,,,"Copper anodes, precious metals, sulfuric acid",No,Cu,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,QC-MAIN-30c1828c
ON-MAIN-687b8c8d,,Island,,Ontario,mining,"Underground, concentrator",Free-miling,NPRI+GHG,Energy,,Gold,Yes,Au,Au-Ag dore,439008.0,4.1704080612244905,,439003.82959193876,0.9999905002922979,4.0869999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Island",ON-MAIN-687b8c8d
YT-MAIN-44857446,,Keno Hill Silver District,,Yukon,mining,"Underground, concentrator",High-grade polymetallic Pb-Zn-Ag,,Energy,,"Silver, zinc, lead",Yes,"Ag (Zn, Pb)",Pb and Zn concentrates with Ag credits,127307.0,,4719.666666666667,122587.33333333333,0.9614995567785687,,46.7354037195,,,,,1339.0,1225.0,,,,,,0.0,0.0,0.0,2678.0,20.416666666666668,0.0,,,,0.0,"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",YT-MAIN-44857446
,GRP-21eee27d,Key Lake + McArthur River,,Saskatchewan,mining,"Underground, Concentrator",High-grade U acid-leach mills ,,,,Uranium,No,U,"U ore slurry (McArthur River), U3O8 (Key Lake mill) aka yellowcake",98408.8710325432,,,98408.8710325432,1.0,,,,,,,,,,,,6123.492,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"U, Underground mining and beneficiation at Key Lake + McArthur River",GRP-21eee27d
ON-MAIN-f8313ebd,,Kidd Creek,,Ontario,mining,"Underground, concentrator","Cu-Zn Porphyry sulfide, flotation-based",NPRI+Land,,,"Copper, zinc, silver, selenium, indium",Yes,"Cu (Zn, Ag)",Cu and Zn concentrates with Ag credits,1340000.0,,152533.33333333334,1187466.6666666667,0.871547271502358,,42.860623,22600.0,,,,38600.0,,,,,,,75333.33333333334,0.0,0.0,77200.0,0.0,0.0,,,,0.0,"Ag and Cu and Zn, Underground mining and beneficiation at Kidd Creek",ON-MAIN-f8313ebd
QC-MAIN-9de9bb0d,,Kiena,,Quebec,mining,"Open-pit, concentrator",Free-miling,Land,Energy,,"Gold, silver",Yes,Au (Ag),Au-Ag dore,191148.0,1.2201776096938775,,191146.7798223903,0.9999936165411166,1.1053250795,0.090448978,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Open-pit mining and beneficiation at Kiena",QC-MAIN-9de9bb0d
ON-MAIN-a3c56a83,,Lac des Iles,,Ontario,mining,"Open-pit, underground, concentrator","Porphyry sulfide, flotation-based",GHG,Energy,,"Platinum group metals, gold, nickel, copper, cobalt",No,Pt,PGM bulk concentrate,3798000.0,,,3798000.0,1.0,0.59407685,,,,,,,,,0.6780563,0.7775875,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Pt and Pd, Open-pit and underground mining and beneficiation at Lac des Iles",ON-MAIN-a3c56a83
QC-MAIN-f9e41c2a,,Lamaque,,Quebec,mining,"Underground, concentrator",Free-miling,Land,Energy,,"Gold, silver",Yes,Au (Ag),Au-Ag dore,838419.0,7.932820721938775,,838411.067179278,0.9999905382681211,5.5074656415,2.266698666,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Underground mining and beneficiation at Lamaque",QC-MAIN-f9e41c2a
QC-MAIN-e51eda66,,LaRonde,,Quebec,mining,"Underground, concentrator","Cu-Mo Porphyry sulfide, flotation-based",NPRI+GHG+Land,Energy,,"Gold, zinc, copper, silver, cadmium",Yes,"Au (Zn, Cu, Ag)","Au-Ag dore, Cu and Zn concentrate with Au-Ag credits",1501500.0,9.802902790306113,23998.078284,1477492.1188132097,0.9837509243663008,7.34014606849999,2.266698666,2577.960375,,,,7702.438517,,,,,,,8593.20125,0.0,0.0,15404.877034,0.0,0.0,,,,0.0,"Au and Ag and Cu and Zn, Underground mining and beneficiation at LaRonde",QC-MAIN-e51eda66
NL-MAIN-d9036091,,Long Harbour,,Newfoundland and Labrador,manufacturing,Refinery,Ni hydrometallurgical refinery,NPRI+GHG,,,Nickel,No,Ni,,,,,0.0,,,,,27700.0,,,,,,,,,,0.0,173125.0,,,,,,,,,"Ni, refining at Long Harbour",NL-MAIN-d9036091
ON-MAIN-1f126a43,,Macassa,,Ontario,mining,"Underground, concentrator",Free-miling,NPRI+GHG+Land,Energy,,"Gold, silver",Yes,Au,Au-Ag dore,441588.0,7.253304461734694,,441580.7466955383,0.9999835742284598,7.1082383725,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Macassa",ON-MAIN-1f126a43
ON-MAIN-8825d90d,,Magino,,Ontario,mining,"Open-pit, concentrator",Free-miling,NPRI+Land,,,"Gold, silver",Yes,Au,Au-Ag dore,1165551.0,1.0473627551020408,,1165549.952637245,0.999999101400371,1.0264155,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Open-pit mining and beneficiation at Magino",ON-MAIN-8825d90d
NU-MAIN-5154702a,,Mary River,,Nunavut,mining,Open-pit,Direct Shipping Ore,GHG,,,Iron ore,Yes,Fe,DSO,5600000.0,,,5600000.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,NU-MAIN-5154702a
SK-MAIN-60ba74c4,,McClean Lake,,Saskatchewan,mining,Concentrator,High-grade U acid-leach mills ,NPRI+GHG+Land,,,Uranium,No,U,U3O8 aka yellowcake,,,,0.0,,,,,,,,,,,,,8164.656,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"U, and beneficiation at McClean Lake",SK-MAIN-60ba74c4
ON-MAIN-7001a391,,McCreedy West,,Ontario,mining,Underground,"Porphyry sulfide, flotation-based",NPRI+Land,,,"Copper, nickel, platinum group metals, gold, silver, cobalt",No,PGMs+Cu+Ni,Cu-PGM concentrate and Ni-Cu concentrate,317660.0,,,317660.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,ON-MAIN-7001a391
NU-MAIN-8b0264c9,,Meliadine,,Nunavut,mining,"Open-pit, underground, concentrator",Free-miling,NPRI+GHG+Land,Energy,,Gold,Yes,Au (Ag),Au-Ag dore,1918143.0,12.41413683010194,,1918130.58586317,0.999993528002253,11.3260595934999,0.8397945,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Open-pit and underground mining and beneficiation at Meliadine",NU-MAIN-8b0264c9
BC-MAIN-ed23117f,,Mount Milligan,,British Columbia,mining,"Open-pit, concentrator","Cu-Au Porphyry sulfide, flotation-based",NPRI+GHG+Water+Land,Energy,,"Copper, gold, silver",Yes,Cu+Au,Cu concentrates with Au credits,21680000.0,,93533.69434666667,21586466.305653334,0.9956670215021636,4.8021004685,,28060.108304,,,,,,,,,,,93533.69434666667,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Cu, Open-pit mining and beneficiation at Mount Milligan",BC-MAIN-ed23117f
BC-MAIN-3f490561,,Mount Polley,,British Columbia,mining,"Open-pit, concentrator","Cu-Au Porphyry sulfide, flotation-based",NPRI+GHG+Land,,,"Gold, copper, silver",Yes,Cu+Au,Cu concentrates with Au credits,5948239.0,,45578.436133333336,5902660.5638666665,0.9922783233695762,1.301183819,,13673.53084,,,,,,,,,,,45578.436133333336,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Cu, Open-pit mining and beneficiation at Mount Polley",BC-MAIN-3f490561
ON-MAIN-fefeaee4,,Musselwhite,,Ontario,mining,"Underground, concentrator",Free-miling,NPRI+GHG+Land,Energy and materials,,"Gold, silver",Yes,Au,Au-Ag dore,1028000.0,5.712887755102041,,1027994.2871122449,0.9999944426853079,5.59863,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Musselwhite",ON-MAIN-fefeaee4
BC-MAIN-aa76f6f2,,New Afton,,British Columbia,mining,"Underground, concentrator","Cu-Au Porphyry sulfide, flotation-based",NPRI+GHG+Water+Land,Energy and materials,,"Gold, copper, silver",Yes,Cu+Au,Cu concentrates with Au credits,3065000.0,,71667.53600000001,2993332.464,0.9760576090822098,2.0974023155,,21500.2608,,,,,,,,,,,71667.53600000001,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Cu, Underground mining and beneficiation at New Afton",BC-MAIN-aa76f6f2
ON-MAIN-fcb287a4,GRP-de097f20,Nickel Rim South,Integrated Nickel Operations,Ontario,mining,Underground,"Ni-Cu Porphyry sulfide, flotation-based",NPRI+Land,,,"Nickel, copper, cobalt, platinum group metals, gold",No,Ni+Cu,Ni-Cu bulk concentrates,320160.0,,0.0,320160.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,ON-MAIN-fcb287a4
QC-MAIN-a555d9b9,,Niobec,,Quebec,mining,"Underground, concentrator",,NPRI+GHG+Land,,,Niobium,No,Nb,Nb concentrate,2200000.0,,11325.775862068966,2188674.224137931,0.9948252801914684,,,,,,,,,,,,,6568.95,0.0,0.0,0.0,0.0,0.0,0.0,,,,113.25775862068966,"Nb, Underground mining and beneficiation at Niobec",QC-MAIN-a555d9b9
QC-MAIN-649d2873,,Niobec Converter,,Quebec,manufacturing,Convertor,,,,,Ferroniobium,No,Nb,,,,,0.0,,,,,,,,,,,,,,11700.0,0.0,0.0,,,,,,,,,"Nb, converting at Niobec Converter",QC-MAIN-649d2873
QC-MAIN-5ce331b8,,Nunavik Nickel,,Quebec,mining,"Open-pit, underground, concentrator","Ni-Cu Porphyry sulfide, flotation-based",GHG,,,"Nickel, copper, platinum group metals, cobalt",Yes,Ni+Cu,Ni-Cu bulk concentrates,1082352.94117647,,363125.0,719227.9411764699,0.49511833563359353,,,40926.0,58100.0,,,,,,,,,,,363125.0,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Open-pit and underground mining and beneficiation at Nunavik Nickel",QC-MAIN-5ce331b8
QC-MAIN-a97821c0,,Raglan,,Quebec,mining,"Underground, concentrator","Ni-Cu Porphyry sulfide, flotation-based",NPRI+GHG+Land,,,"Nickel, platinum group metals, copper, cobalt, gold, silver",Yes,Ni+PGM+Cu (Co),Ni-Cu bulk concentrates,1500000.0,,151450.0,1348550.0,0.887694190055986,,,5488.0,24232.0,498.0,,,,,4.41607493,,,,,151450.0,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni and Co and Pt, Underground mining and beneficiation at Raglan",QC-MAIN-a97821c0
ON-MAIN-0aadf28f,,Rainy River,,Ontario,mining,"Open-pit, underground, concentrator",Free-miling,NPRI+GHG+Land,Energy and materials,,"Gold, silver",Yes,Au,Au-Ag dore,8764000.0,8.05342613010203,,8763991.94657387,0.9999990810778719,7.89235760749999,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Open-pit and underground mining and beneficiation at Rainy River",ON-MAIN-0aadf28f
BC-MAIN-8eb8be0d,,Red Chris,,British Columbia,mining,"Open-pit, concentrator",Hybrid free-miling-refactory,NPRI+GHG+Water+Land,Energy,,"Gold, copper, silver",Yes,Cu+Au,Cu concentrates with Au credits,1139000.0,,12095.786666666667,1126904.2133333334,0.989266357758227,0.1555175,,3628.736,,,,,,,,,,,12095.786666666667,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Cu, Open-pit mining and beneficiation at Red Chris",BC-MAIN-8eb8be0d
ON-MAIN-7f050560,,Red Lake,,Ontario,mining,"Underground, concentrator",Hybrid free-miling-refactory,NPRI+GHG+Land,Energy,,"Gold, silver",Yes,Au,Au-Ag dore,841000.0,3.5769025,,840996.4230975,0.9999957468279272,3.50536445,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Red Lake",ON-MAIN-7f050560
NL-MAIN-b64bae7a,,Scully,,Newfoundland and Labrador,mining,"Open-pit, concentrator",Fe concentrator,NPRI+GHG+Land,Energy,,Iron,Yes,Fe,Fe concentrate,3560000.0,,,3560000.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,NL-MAIN-b64bae7a
ON-MAIN-ed85ac94,GRP-de097f20,Strathcona,Integrated Nickel Operations,Ontario,mining,Concentrator,"Ni-Cu Porphyry sulfide, flotation-based",NPRI+GHG+Land,,,"Nickel, copper, platinum group metals, gold, silver, cobalt, selenium, tellurium",Yes,Ni+Cu,Ni-Cu bulk concentrates,1025997.0,,47062.5,978934.5,0.9519247712691707,,,7154.0,7530.0,,,,,,,,,,,47062.5,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, and beneficiation at Strathcona",ON-MAIN-ed85ac94
ON-MAIN-40ce0593,GRP-de097f20,Sudbury,Integrated Nickel Operations,Ontario,manufacturing,"Smelter, plant",Ni-Cu smelter,NPRI+GHG,,,"Nickel-copper matte containing cobalt, gold, silver, platinum group metals",No,Ni+Cu,Ni-Cu bulk concentrates,,,,0.0,,,,13720.0,62251.0,,,,,,,,,,,389068.75,,,,,,,,,"Cu and Ni, smelting at Sudbury",ON-MAIN-40ce0593
ON-MAIN-f4fc3276,,Sugar Zone,,Ontario,mining,"Underground, concentrator",Free-miling,,,,Gold,Yes,Au,Au-Ag dore,234671.0,1.2269695984693878,,234669.77303040153,0.9999947715055816,1.2024302065,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au, Underground mining and beneficiation at Sugar Zone",ON-MAIN-f4fc3276
AB-MAIN-d3a4aba9,,The Cobalt Refinery Company Inc.,,Alberta,manufacturing,Refinery,Co hydrometallurgical refinery,NPRI+GHG,,,"Nickel, cobalt, copper sulfide, ammonium sulfate",No,Ni+Co,,,,,0.0,,,,,32268.0,3368.0,,,,,,,,,0.0,201675.0,,,,,,,,,"Ni and Co, refining at The Cobalt Refinery Company Inc.",AB-MAIN-d3a4aba9
MB-MAIN-e0a6250e,,Thompson (T-1 and T-3),,Manitoba,mining,"Open-pit, underground, concentrator","Ni-Cu Porphyry sulfide, flotation-based",GHG+Land,,,"Nickel, cobalt, copper, platinum group metals, gold, silver",Yes,Ni+Cu,Ni-Cu bulk concentrates,464705.882352941,,49375.0,415330.882352941,0.881118881118881,,,4700.0,7900.0,,,,,,,,,,,49375.0,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Open-pit and underground mining and beneficiation at Thompson (T-1 and T-3)",MB-MAIN-e0a6250e
ON-MAIN-28f3f0fc,GRP-dc07540b,Totten,Sudbury Operation,Ontario,mining,Underground,"Ni-Cu Porphyry sulfide, flotation-based",NPRI,,,"Nickel, copper, platinum group metals, gold, silver, cobalt",Yes,Ni+Cu,Ni-Cu bulk concentrates,414000.0,,39587.5,374412.5,0.894267686041465,,,7783.0,6334.0,,,,,,,,,,,39587.5,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Underground mining at Totten",ON-MAIN-28f3f0fc
BC-MAIN-3bb6b7cd,,Trail,,British Columbia,manufacturing,Refinery,Zn refinery,NPRI+GHG+Water,,,"Zinc, lead, bismuth, cadmium, indium, germanium, precious metals, liquid sulfur dioxide, sulfuric acid",No,Zn (Pb),,,,,0.0,,,,,,,,256000.0,,,,,,,0.0,0.0,,,,,,,,,"Zn, refining at Trail",BC-MAIN-3bb6b7cd
NL-MAIN-2d8801d6,,Voisey’s Bay,,Newfoundland and Labrador,mining,"Open-pit, underground, concentrator","Ni-Cu Porphyry sulfide, flotation-based",NPRI+GHG+Land,,,"Nickel, copper, cobalt",Yes,Ni+Cu,Ni-Cu bulk concentrates,794117.647058823,,84375.0,709742.647058823,0.881118881118881,,,9600.0,13500.0,,,,,,,,,,,84375.0,0.0,0.0,0.0,0.0,,,,0.0,"Cu and Ni, Open-pit and underground mining and beneficiation at Voisey’s Bay",NL-MAIN-2d8801d6
QC-MAIN-02884fb5,,Westwood-Doyon,,Quebec,mining,"Underground, concentrator",Free-miling,GHG+Land,Energy and materials,,"Gold, silver",Yes,Au (Ag),Au-Ag dore,1034000.0,4.118166876530612,,1033995.8818331235,0.9999960172308721,2.8926255,1.143178039,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",QC-MAIN-02884fb5
