main_id,facility_group_id,company_id,year,flow_type,subflow_type_agg,value_normalized_sum,ore_type,mining_method,mining_submethod,facility_name,facility_group_name,company_name,city,province,geometry,status,activity_status,development_stage,facility_type,mining_processing_type,commodity_group,commodities,owner(s),operator(s),operation_periods,company_URL,facility_URL,MDO_URL,source_id
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,Gasoline,68.2943067975524,Sulfide,"Open-pit, underground, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,POINT (-79.231307 49.5719),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-b86f7d07,nan,CMP-7e360a1f,2023,Energy,LPG-Propane,317.9305310637514,Sulfide,"Open-pit, underground, concentrator",Underground – Stoping – Cut-and-Fill Stoping,Casa Berardi,,Hecla Mining Company,"north of La Sarre, Casa Berardi Twp.",Quebec,POINT (-79.231307 49.5719),active_facility,,,mining,"Open-pit, underground, concentrator",Precious metals,"Gold, silver",Hecla Mining Company (100%),Hecla Mining Company,1988–1991; 1993–open,https://www.hecla.com/,https://www.hecla.com/operations/hecla-keno-hill-yukon-territory-canada,https://miningdataonline.com/property/4563/Keno-Hill-Operation.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Diesel,201.43008435652328,Sulfide,"Open-pit, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,POINT (-78.130824 48.122223),active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Electricity,152.66461674163847,Sulfide,"Open-pit, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,POINT (-78.130824 48.122223),active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Explosives,3.3209614243032686,Sulfide,"Open-pit, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,POINT (-78.130824 48.122223),active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,Gasoline,3.669521010743188,Sulfide,"Open-pit, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,POINT (-78.130824 48.122223),active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-e7e6a960,nan,CMP-6265c407,2023,Energy,LPG-Propane,9.31200155468803,Sulfide,"Open-pit, concentrator",Surface – Truck & Shovel,Canadian Malartic,,Agnico Eagle Mines Limited,Malartic,Quebec,POINT (-78.130824 48.122223),active_facility,,,mining,"Open-pit, concentrator",Precious metals,"Gold, silver",Agnico Eagle Mines Limited (100%),Agnico Eagle Mines Limited,1935–1965; 2011–open,https://agnicoeagle.com/Home/default.aspx,https://www.agnicoeagle.com/English/operations/operations/Detour-Lake-Mine/default.aspx,https://miningdataonline.com/property/13/Detour-Lake-Mine.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720;https://doi.org/10.1038/s41597-024-03116-3
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Diesel,228.7794050468799,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Electricity,330.0414232024799,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Gasoline,4.2329670486952224,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,LPG-Propane,0.2767112863615925,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
QC-MAIN-f9e41c2a,nan,CMP-64d60fd7,2023,Energy,Natural gas,91.72502054462029,Sulfide,"Underground, concentrator",Underground – Stoping – Long-Hole Stoping,Lamaque,,Eldorado Gold,Val-d’Or,Quebec,POINT (-77.739624 48.079221),active_facility,,,mining,"Underground, concentrator",Precious metals,Gold,Eldorado Gold (100%),Eldorado Gold,,https://www.eldoradogold.com/,https://www.eldoradogold.com/assets/operations/lamaque-complex,https://miningdataonline.com/property/1694/Lamaque-Project.aspx,https://open.canada.ca/data/en/dataset/000183ed-8864-42f0-ae43-c4313a860720
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Diesel,934.4821748349345,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Electricity,309.1380500871293,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Explosives,11.793426860597274,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Gasoline,13.313992488967234,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,LPG-Propane,0.06115572867823733,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0a2c0d69,CMP-6265c407,2023,Energy,Lubricants,1.90259375475146,Sulfide,"Open-pit, concentrator",,,,,,,,,,,,,,,,,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Diesel,222.1045363406084,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Electricity,279.97000421158197,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Gasoline,5.907195637238063,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,LPG-Propane,2.176591573445551,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-0d911886,CMP-4a434d72,2023,Energy,Natural gas,57.26726210924081,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Diesel,244.14599745870393,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Electricity,670.6888970775095,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Explosives,4.407115628970774,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Gasoline,1.871728081321474,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-147b3123,CMP-48a36546,2023,Energy,Natural gas,101.22337919313851,,,,,,,,,,,,,,,,,,,,,,,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Diesel,1079.139344262295,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,,,,,,,,,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Electricity,1597.1724295081967,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,,,,,,,,,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,LPG-Propane,329.3196721311475,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,,,,,,,,,
nan,GRP-14bfbb82,CMP-4a73c5f8,2023,Energy,Other,84.23770491803279,Sulfide,Concentrator,Underground – Stoping – Long-Hole Stoping,,,,,,,,,,,,,,,,,,,,
