activity_name,functional_unit,site_id,subflow_type,value_normalized,unit,province
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Cement,9.161089494163401e-09,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Cement,4.3208519409137e-09,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Compressor oil,1.4506769825918763e-12,t,Quebec
"Au, Open-pit and underground mining and beneficiation at Rainy River",Ore processed,ON-MAIN-0aadf28f,Cyanide,2.589650844363e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Cyanide,3.861702127659e-10,t,Quebec
"Au, Underground mining and beneficiation at Eagle River",Ore processed,ON-MAIN-cb85213a,Explosives,5.4395917835662e-09,t,Ontario
"Au and Ag, Open-pit mining and beneficiation at Kiena",Ore processed,QC-MAIN-9de9bb0d,Explosives,2.6471634544959e-09,t,Quebec
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Explosives,1.4346228239845e-09,t,Quebec
"Au and Cu, Underground mining and beneficiation at New Afton",Ore processed,BC-MAIN-aa76f6f2,Flocculant,6.264274061990212e-11,t,British Columbia
"Au, Open-pit and underground mining and beneficiation at Rainy River",Ore processed,ON-MAIN-0aadf28f,Flocculant,1.7012779552715655e-11,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Flocculant,4.468085106382979e-11,t,Quebec
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Grease,4.352030947775628e-12,t,Quebec
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Grinding media,1.8301625526790999e-09,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Grinding media,7.062947470817e-10,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Grinding media,6.637657162487e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Hydraulic oil,1.936170212765e-10,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Hydrochloric acid (HCL),6.621400778210116e-11,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Hydrochloric acid (HCL),9.218309859154928e-13,t,Ontario
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Lime,1.3419626730885e-09,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Lime,8.989114785992001e-10,t,Ontario
"Au and Cu, Underground mining and beneficiation at New Afton",Ore processed,BC-MAIN-aa76f6f2,Lime,8.887438825448e-10,t,British Columbia
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Lime,1.4932741326004e-09,t,Ontario
"Au, Open-pit and underground mining and beneficiation at Rainy River",Ore processed,ON-MAIN-0aadf28f,Lime,7.291647649475e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Lime,4.9026112185686e-09,t,Quebec
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Lubricants,2.0168847682109998e-10,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Lubricants,2.880724513618e-10,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Lubricants,1.8723534180690001e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Motor/drill oil,1.827852998065764e-11,t,Quebec
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Nitric acid (HNO3),2.415909090909091e-11,t,Quebec
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Nitric acid (HNO3),9.077636551013399e-14,t,Ontario
"Au and Cu, Underground mining and beneficiation at New Afton",Ore processed,BC-MAIN-aa76f6f2,Polyfroth h57,1.794453507340946e-11,t,British Columbia
"Au and Cu, Underground mining and beneficiation at New Afton",Ore processed,BC-MAIN-aa76f6f2,S60 SAG Balls,1.902120717781e-10,t,British Columbia
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Sodium cyanide (NaCN),5.049969897652e-10,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Sodium cyanide (NaCN),3.793803501945e-10,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Sodium cyanide (NaCN),2.523260048093e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Sulfur dioxide,5.212765957446e-10,t,Quebec
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Sulfuric acid (H2SO4),8.1930403371463e-14,t,Quebec
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Sulfuric acid (H2SO4),3.1604259704568884e-15,t,Ontario
"Au and Ag, Open-pit and underground mining and beneficiation at Casa Berardi",Ore processed,QC-MAIN-b86f7d07,Surface/underground emulsion & ANFO,2.1801195078893e-09,t,Quebec
"Ag and Zn and Pb, Underground mining and beneficiation at Keno Hill Silver District",Ore processed,YT-MAIN-44857446,Surface/underground emulsion & ANFO,1.8214298217694e-09,t,Yukon
"Au and Ag, Underground mining and beneficiation at Éléonore",Ore processed,QC-MAIN-6dc537e6,Tires,1.45244170377e-10,t,Quebec
"Au, Underground mining and beneficiation at Musselwhite",Ore processed,ON-MAIN-fefeaee4,Tires,9.79623962771858e-11,t,Ontario
"Au, Open-pit and underground mining at Porcupine complex",Ore processed,GRP-0d911886,Tires,2.1538425963159998e-10,t,Ontario
"Au, Underground mining and beneficiation at Island",Ore processed,ON-MAIN-687b8c8d,Total blasting agents used e.g. ANFO,1.1077246883883e-09,t,Ontario
"Au, Underground mining and beneficiation at Young-Davidson",Ore processed,ON-MAIN-7607a50e,Total blasting agents used e.g. ANFO,9.032166604645e-10,t,Ontario
"Au, Underground mining and beneficiation at Island",Ore processed,ON-MAIN-687b8c8d,Total sodium cyanide used,5.580763904074e-10,t,Ontario
"Au, Underground mining and beneficiation at Young-Davidson",Ore processed,ON-MAIN-7607a50e,Total sodium cyanide used,6.795233017389001e-10,t,Ontario
"Au and Ag, Underground mining and beneficiation at Westwood-Doyon",Ore processed,QC-MAIN-02884fb5,Transmission oil,7.833655705996131e-12,t,Quebec
