env_id,year,compartment_name,substance_id,flow_direction,release_pathway,unit,value,comment,main_id,facility_group_id,company_id,source_id,site_id
GHG-10385-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,8.0724,,BC-MAIN-bf503b6b,,CMP-06e20c6e,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-bf503b6b
GHG-10420-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,1.096879,,AB-MAIN-9fed34a8,,CMP-c6e8351c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,AB-MAIN-9fed34a8
GHG-10420-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,AB-MAIN-9fed34a8,,CMP-c6e8351c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,AB-MAIN-9fed34a8
GHG-10420-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.206085,,AB-MAIN-9fed34a8,,CMP-c6e8351c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,AB-MAIN-9fed34a8
GHG-10468-2023-5,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.4023,,ON-MAIN-fefeaee4,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fefeaee4
GHG-10468-2023-6,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,ON-MAIN-fefeaee4,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fefeaee4
GHG-10468-2023-7,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,1.22034,,ON-MAIN-fefeaee4,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fefeaee4
GHG-10468-2023-8,2023,Air,74-82-8,Emission,Waste,tonnes,0.004825,,ON-MAIN-fefeaee4,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fefeaee4
GHG-10569-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.14742,,MB-MAIN-e0a6250e,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-e0a6250e
GHG-10569-2023-5,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.4233,,MB-MAIN-e0a6250e,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-e0a6250e
GHG-10569-2023-6,2023,Air,74-82-8,Emission,Waste,tonnes,2.21687,,MB-MAIN-e0a6250e,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-e0a6250e
GHG-10570-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,7.000135,,NL-MAIN-2d8801d6,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-2d8801d6
GHG-10570-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,2.003,,NL-MAIN-2d8801d6,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-2d8801d6
GHG-10613-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.0146,,BC-MAIN-3f490561,,CMP-0dfcd91e,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-3f490561
GHG-10613-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,3.5057,,BC-MAIN-3f490561,,CMP-0dfcd91e,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-3f490561
GHG-10614-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,1.179237,,ON-MAIN-fc6f1a44,,CMP-a27e87a3,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fc6f1a44
GHG-10614-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,ON-MAIN-fc6f1a44,,CMP-a27e87a3,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fc6f1a44
GHG-10614-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.83797,,ON-MAIN-fc6f1a44,,CMP-a27e87a3,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-fc6f1a44
GHG-10617-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.3813,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-1f126a43
GHG-10617-2023-5,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,1.1007,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-1f126a43
GHG-10617-2023-6,2023,Air,74-82-8,Emission,Waste,tonnes,0.0341,,ON-MAIN-1f126a43,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-1f126a43
GHG-10657-2023-6,2023,Air,74-82-8,Emission,Leakage / Fuites,tonnes,13.82,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-7,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,4.870096,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-8,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,59.398,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-9,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.038419,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10657-2023-10,2023,Air,74-82-8,Emission,Wastewater,tonnes,0.3309,,QC-MAIN-c1cc9f7c,,CMP-ef8ffade,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-c1cc9f7c
GHG-10669-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.42515,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10669-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,0.292,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10669-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,4.9144,,QC-MAIN-e7e6a960,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-e7e6a960
GHG-10678-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.6936,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10678-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,0.0,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10678-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.692262,,MB-MAIN-b4ca1426,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,MB-MAIN-b4ca1426
GHG-10679-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.187125,,BC-MAIN-6b4800fe,,CMP-e35f138c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-6b4800fe
GHG-10679-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,5.738607,,BC-MAIN-6b4800fe,,CMP-e35f138c,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-6b4800fe
GHG-10722-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.234,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10722-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10722-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,2.8397,,QC-MAIN-089f3c60,,CMP-c08ac7d7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-089f3c60
GHG-10738-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.592605,,ON-MAIN-bddeaef0,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-bddeaef0
GHG-10738-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.0069,,ON-MAIN-bddeaef0,,CMP-a70130b4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-bddeaef0
GHG-10765-2023-5,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.19718,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,17.9708,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-7,2023,Air,74-82-8,Emission,Waste,tonnes,137.4867,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10765-2023-8,2023,Air,74-82-8,Emission,Wastewater,tonnes,,,ON-MAIN-aeafbb59,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-aeafbb59
GHG-10785-2023-2,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,2.1501,,BC-MAIN-23155c25,,CMP-05423572,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-23155c25
GHG-10810-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,1.0,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10810-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10810-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.13,,NL-MAIN-d9036091,,CMP-9617aef4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NL-MAIN-d9036091
GHG-10835-2023-5,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.68891,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,1.71291,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-7,2023,Air,74-82-8,Emission,Waste,tonnes,,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10835-2023-8,2023,Air,74-82-8,Emission,Wastewater,tonnes,0.01022,,NU-MAIN-5154702a,,CMP-336d5ebc,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-5154702a
GHG-10857-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.151,,ON-MAIN-6e9be24e,,CMP-84fc7d46,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-6e9be24e
GHG-10857-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,1.1823,,ON-MAIN-6e9be24e,,CMP-84fc7d46,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-6e9be24e
GHG-10863-2023-5,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,2.631517,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-6,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-7,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,1.23136,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10863-2023-8,2023,Air,74-82-8,Emission,Waste,tonnes,3.946029,,NU-MAIN-8b0264c9,,CMP-6265c407,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,NU-MAIN-8b0264c9
GHG-10873-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.233,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10873-2023-5,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,2.421,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10873-2023-6,2023,Air,74-82-8,Emission,Wastewater,tonnes,,,BC-MAIN-857b7b89,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,BC-MAIN-857b7b89
GHG-10904-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.059,,QC-MAIN-b86f7d07,,CMP-7e360a1f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-b86f7d07
GHG-10904-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,3.247,,QC-MAIN-b86f7d07,,CMP-7e360a1f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-b86f7d07
GHG-10907-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.102,,QC-MAIN-a555d9b9,,CMP-f0009ac4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-a555d9b9
GHG-10907-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.3,,QC-MAIN-a555d9b9,,CMP-f0009ac4,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-a555d9b9
GHG-10911-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.061,,QC-MAIN-02884fb5,,CMP-3d0a95b7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-02884fb5
GHG-10911-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,0.674,,QC-MAIN-02884fb5,,CMP-3d0a95b7,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,QC-MAIN-02884fb5
GHG-10917-2023-5,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.071,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-6,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-7,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,2.528,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10917-2023-8,2023,Air,74-82-8,Emission,Waste,tonnes,0.046,,ON-MAIN-687b8c8d,,CMP-3a4ccc7f,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-687b8c8d
GHG-10924-2023-4,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.208,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10924-2023-5,2023,Air,74-82-8,Emission,Industrial Processes,tonnes,,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10924-2023-6,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,3.905,,ON-MAIN-3b3e5365,,CMP-4a434d72,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-3b3e5365
GHG-10926-2023-3,2023,Air,74-82-8,Emission,Stationary Fuel Combustion,tonnes,0.299,,ON-MAIN-a3c56a83,,CMP-967076a1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-a3c56a83
GHG-10926-2023-4,2023,Air,74-82-8,Emission,On-site Transportation,tonnes,2.885,,ON-MAIN-a3c56a83,,CMP-967076a1,https://www.canada.ca/en/environment-climate-change/services/environmental-indicators/greenhouse-gas-emissions/large-facilities.html; https://open.canada.ca/data/en/dataset/a8ba14b7-7f23-462a-bdbb-83b0ef629823,ON-MAIN-a3c56a83
