Commodity,Climate change EQ marine LT (PDF.m2.yr),Climate change EQ marine ST (PDF.m2.yr),Climate change EQ terrestrial LT (PDF.m2.yr),Climate change EQ terrestrial ST (PDF.m2.yr),Fisheries impact (PDF.m2.yr),Freshwater acidification (PDF.m2.yr),Freshwater ecotoxicity LT (PDF.m2.yr),Freshwater ecotoxicity ST (PDF.m2.yr),Freshwater eutrophication (PDF.m2.yr),Ionizing radiations EQ (PDF.m2.yr),Land occupation biodiversity (PDF.m2.yr),Land transformation biodiversity (PDF.m2.yr),Marine acidification LT (PDF.m2.yr),Marine acidification ST (PDF.m2.yr),Marine ecotoxicity LT (PDF.m2.yr),Marine ecotoxicity ST (PDF.m2.yr),Marine eutrophication (PDF.m2.yr),Photochemical ozone EQ (PDF.m2.yr),Terrestrial acidification (PDF.m2.yr),Terrestrial ecotoxicity LT (PDF.m2.yr),Terrestrial ecotoxicity ST (PDF.m2.yr),Thermally polluted water (PDF.m2.yr),Water availability freshwater (PDF.m2.yr),Water availability terrestrial (PDF.m2.yr)
Cu concentrate from Au mine,6.6510846419883265,2.054283639956127,0.9252022701248279,0.28576209753158366,7.160735474664355e-19,1.1857548391730736e-05,0.19099492845629798,0.04194792873398582,1.3372827185740902e-07,2.491439057897298e-09,1.8374240635004636e-05,2.26864124601935e-05,0.21144394050734677,0.02295269646610704,7.457391112846923e-07,9.005732523143028e-07,0.005081580426469868,0.00011558936728667494,7.471423965345331e-05,0.02721990352976462,0.03287092314096935,1.4054814062097608e-07,3.5880810938971175e-09,4.8591763785120546e-08
Cu concentrate from Cu mine,5.4471915968153155,1.7046607855275655,0.7577341592229956,0.23712764513046722,7.036734396476806e-19,1.3400512939156154e-06,8.224464081954702,0.02055306862041165,6.269044596534808e-08,1.2966706059619947e-09,1.1942326033351982e-06,1.0821526343083508e-06,0.1717509294450617,0.018643760429774076,1.6573627695203122e-06,7.436117748697519e-06,0.0036202385491602546,0.0001241118404831188,8.907702146372543e-06,0.060495240285389086,0.2714182889485893,5.7768278803946754e-09,1.0877873685164318e-09,3.114260030254801e-09
Au-Ag ingot,18506.24102464391,5715.920068586775,2574.3193973786506,795.1157651029663,1.9924314262542005e-15,0.03299291195760812,531.4318369478563,116.71757594285626,0.00037209082378043714,6.932278866969096e-06,0.051125213732043887,0.06312357083510833,588.3299848168941,63.86449065889675,0.0020749739938139577,0.002505790557977166,14.13919044090105,0.3216204303869586,0.20788785741807805,75.73773600408227,91.4613537843428,0.00039106670505128095,9.983618815414576e-06,0.00013520364379093948
Pb concentrate,2.9764422806497435,0.9193172262623062,0.4140394090864284,0.12788205764966407,3.204517400375815e-19,5.30639900055821e-06,0.0854725821993175,0.018772214798727146,5.984504865463444e-08,1.1149496531857394e-09,8.22269904372938e-06,1.0152449052662575e-05,0.09462376716072374,0.0102716143149261,3.337274367367337e-07,4.030176107933611e-07,0.0022740698753422827,5.1727665786276995e-05,3.3435542782961664e-05,0.01218124206675991,0.014710142539545782,6.289702440499228e-08,1.6057104957110255e-09,2.174541285530012e-08
Zn concentrate,3.00810657081512,0.9290971999772575,0.41844408512346953,0.12924250551977856,3.2386080936363684e-19,5.362850223320902e-06,0.08638186707710963,0.018971919394133185,6.048169837573173e-08,1.1268108137945205e-09,8.310174737393178e-06,1.0260454016512157e-05,0.0956304033106565,0.01038088684335942,3.372777325777145e-07,4.073050470080163e-07,0.002298262014903159,5.227796036413326e-05,3.379124109870603e-05,0.012310829892892906,0.014866633958674168,6.356614315570406e-08,1.6227925693005324e-09,2.197674732235333e-08
Ni concentrate,2.027351884626111,0.6403116523951935,0.282015741092398,0.0890708554458335,1.692231031174717e-19,1.4445769841918746e-06,0.02984001580745948,0.005325426567499897,5.0464152766046615e-09,2.1029211465548287e-11,7.104577735911829e-07,6.54972514431884e-07,0.06386656660746491,0.006932838752236714,1.3742322449453004e-07,1.0075134763941357e-07,0.0008849406470046656,2.620966415575308e-05,9.539324410835387e-06,0.005016000657544984,0.0036774242127640515,2.0913155428472596e-09,1.7279438013125232e-10,1.3070378135020554e-08
U yellowcake,364.21826085063844,114.08310889975554,50.66475317199054,15.869584844339839,5.260885783859269e-17,4.1693382574327804e-05,1980.7983803026464,1.9888495761065768,2.340427724799988e-06,7.72746844096145e-09,0.00011505492673452437,0.00014271195292537946,11.66053182733712,1.265760841738867,0.007396434219518114,7.869725498205153e-05,0.9450318337157296,0.01307109050815453,0.00027504243521233175,269.98279534264856,2.872449755441715,4.927723087228953e-07,2.7503653665749015e-08,3.5236990883293806e-07
