raw_material,activity_name,reference_product,location,exchange_type,input_name,input_database,input_code,amount,unit,comment
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for diesel, burned in building machine",ecoinvent-3.10-cutoff,7b503114dd17d341a5d418812fc977be,0.0315,megajoule,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for diesel, burned in building machine",ecoinvent-3.10-cutoff,7b503114dd17d341a5d418812fc977be,0.004500000000000001,megajoule,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for explosive, tovex",ecoinvent-3.10-cutoff,4039be70f92cb41f235cdc157a5ea398,0.0004,kilogram,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for diesel, burned in building machine",ecoinvent-3.10-cutoff,7b503114dd17d341a5d418812fc977be,0.09,megajoule,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for electricity, medium voltage",ecoinvent-3.10-cutoff,5c11846265475a1ef9369ce4cb55f9be,0.008,kilowatt hour,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for electricity, medium voltage",ecoinvent-3.10-cutoff,5c11846265475a1ef9369ce4cb55f9be,0.0038,kilowatt hour,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for electricity, medium voltage",ecoinvent-3.10-cutoff,5c11846265475a1ef9369ce4cb55f9be,0.0185,kilowatt hour,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for electricity, medium voltage",ecoinvent-3.10-cutoff,5c11846265475a1ef9369ce4cb55f9be,0.0075,kilowatt hour,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for lime, packed",ecoinvent-3.10-cutoff,dd106810cfd07a7cb5a4cd7e9989fd60,0.00136,kilogram,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,market for sodium ethyl xanthate,ecoinvent-3.10-cutoff,c81784b557c28b0f0bebe4c292efdf83,0.000204,kilogram,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,market for sodium cyanide,ecoinvent-3.10-cutoff,0beed1f26798d4273323ec10b5eac139,0.000136,kilogram,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for steel, low-alloyed",ecoinvent-3.10-cutoff,e63f80ed363e1310942b5a66f3f24056,0.0014,kilogram,
Cu concentrate from AU (Norgate),[M+C] Copper (Cu) ore mining and concentration (Australia),Cu concentrate,AU,technosphere,"market for sulfidic tailings, from copper mine operation",ecoinvent-3.10-cutoff,e93d5e15fe46c589f383cb9326f8500c,-0.037,kilogram,
