raw_material,activity_name,reference_product,location,exchange_type,input_name,input_database,input_code,amount,unit,comment
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,"Occupation, mineral extraction site",biosphere3,379ba5c9-5c3a-43d0-8e2d-605ad9c39e46,0.08152829684126758,square meter-year,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Copper,biosphere3,a9ac40a0-9bea-4c48-afa7-66aa6eb90624,0.2131938873344157,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,"Water, river",biosphere3,8c75e7ab-8ab8-41e4-b394-c166ff5b050d,0.001956679124190423,cubic meter,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,"Water, well, in ground",biosphere3,67c40aae-d403-464d-9649-c12695e43ad8,0.0003261131873650713,cubic meter,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Nitrogen oxides,biosphere3,c1b91234-6f24-417b-8309-46111d09c457,0.0001169246221978723,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,"Carbon dioxide, fossil",biosphere3,349b29d1-3e58-4c66-98b9-9d1a076efd2e,0.001239230111987267,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Copper ion,biosphere3,615b1460-6860-4cf6-8678-ad92c03c5e8b,2.840445861949761e-07,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Aluminium III,biosphere3,7880e65c-0321-4295-ba55-3186ad36e489,7.559303683122331e-06,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Arsenic ion,biosphere3,e1bd008f-c3c2-47f1-ab60-35e1a842acc0,2.543682861447549e-09,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Lead II,biosphere3,31c4d160-b21e-41b3-b9c1-3d7a72377653,9.78339562095211e-09,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Cadmium II,biosphere3,2712fe5f-0d3c-4c8e-8bc4-26c604413849,3.261131873650704e-09,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Copper ion,biosphere3,615b1460-6860-4cf6-8678-ad92c03c5e8b,2.462154564606281e-07,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Chromium III,biosphere3,30f484ee-dec4-47ae-8e92-d00d4b93fe05,8.576776827701349e-09,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Mercury II,biosphere3,9325957a-bee5-4f2d-8bd1-458729c5e49e,1.956679124190422e-10,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Nickel II,biosphere3,6ec6cdaa-5a01-46d4-b716-1905e56690ea,1.20661879325076e-07,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Zinc II,biosphere3,2c7be02c-791f-4fef-b231-b90321bbeb30,2.511071542711041e-07,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Antimony ion,biosphere3,b2dc8668-86de-4207-b20e-dc81dea63c98,3.326354511123718e-07,kilogram,
Cu concentrate from SE (Sanjuan-Delmás),[M+C] Copper (Cu) ore mining and concentration (Sweden),Cu concentrate,SE,biosphere,Nitrogen,biosphere3,dcfe0815-6fa3-4e1d-a55e-155b29904f1d,0.0001646186758500139,kilogram,
