raw_material,activity_name,reference_product,location,exchange_type,input_name,input_database,input_code,amount,unit,comment
Ni concentrate from AU (Wei),[M+C] Nickel (Ni) ore mining and concentration (for Ni Class 1),Ni concentrate,AU,biosphere,Nickel,biosphere3,974213ef-1ba0-40e5-bc7b-52ef099e9e09,1.130575,kilogram,
Ni concentrate from AU (Wei),[M+C] Nickel (Ni) ore mining and concentration (for Ni Class 1),Ni concentrate,AU,biosphere,Cobalt,biosphere3,d0779a5e-6969-4144-954e-ceb81fb83f15,0.071695,kilogram,
